Label,Text
negative,Կար հեռուստաթատրոն.որ սիրով նսյում էինք.դեմ չենք նորամուծությանը.բայց մեր երեխաները թող ճանաչեն մեր սիրելիՓափազյանին.Ավետ Ավետիսյանին.ՀՐԱՉՅԱ ՆԵՐՍԻՍՅՍՆԻՆ.ԲՈԼՈՐԻՆ ՉԵՄ ԿԱՐՈՂ .ՄԻ ԽՈՍՔՈՎ ՄԵՐ ՀՐԱՇՔ ԱՆԶՈՒԳԱԿԱՆ ԴԵՐԱՍԱՆՆԵՐԻՆ
positive,"Կեցցես։ Հիմա սովորեցրեք  ձեր երեխաներին գիրք կարդալ, որ գոնե գեղեցիկ խոսել սովորեն։"
positive,Կիրթ երիտասարդներ ունենալը դա արդեն հաղթանակ է։Շատ գովելի է։
positive,"Վաաայ ապրես դու,ինչ լավ նորություն!"
positive,Ողջեւնում ենք այս քայլը և սպասում
positive,Շատ լավ է...
positive,"Այո՜, հեղափոխություն՝ կրթության, գիտության, մշակույթի ոլորտում..."
positive,"Շնորհակալություն,   ցանկալի նորություն"
positive,Շատ գովելի է։ Ողջեւնում ենք այս քայլը։
negative,Անհապաղ պետք է դրանց բոլորին կռւլակաթափ անել երկիրը թալանել են դրա համար էլ ժողովռւրդը էս վիճակռւմ է գտնվռւմ։
positive,"Apple-ն ավելի շատ ժամացույց է վաճառել, քան Rolex-ը, Swatch-ը և շվեյցարական մյուս արտադրողները միասին has been publi… https://t.co/RAHOnbS5sw"
negative,"«Ականջներիցս ծուխ դուրս եկավ». ամերիկացին պատմել է, թե ինչպես են պայթել Apple-ի անլար ականջակալները (լուսանկար,... https://t.co/N83hSGClVw"
negative,"Ամերիկայի Ֆլորիդա նհանգի բնակիչը հայտնել է, որ իր Apple AirPods  ականջակալներից մեկը պայթել է https://t.co/r58hpnvHHm"
negative,Տեղի է ունեցել Apple-ի պատմության խոշորագույն արտահոսքը. iBoot ծրագրի սկզբնական ծածկագիրը հրապարակվել է համացանցում https://t.co/9w96gP4ICa
positive,Apple Watch-ն ախտորոշում է շաքարային դիաբետը 85 տոկոս ճշգրտությամբ. Cult of Mac․ https://t.co/fCKditTt7y: https://t.co/qwHEgqbsx1
negative,"Անկապ երգ ա, բայց հա երգում եմ՝ Յա նեզավիսիմա, յա նեզավիսիմա, հեշթեգ նեզավիսիմա 😂 https://t.co/dQmgxe30au"
positive,"Հրաշալի երգ, հիանալի կատարում. բրավո՜ և՛ հեղինակին, և՛ կատարողին: https://t.co/nh6C1NhSFB"
negative,"Արա դե ինչքան կարելիա երգ գրել նրա մասին, որ դու գնացիր ես մնացի, դու սաղին տվեցիր ես մնացի: 
Հայ ռափեռների 90% Կ. գլուխ են..."
positive,Ահավոր ճաշակով երգ :) :) https://t.co/d734IxXfqe
positive,Բացառիկ երգ և տեսահոլովակ... լրիվ ապրեցի... https://t.co/uE1TSzAUq2
negative,Ուսուցչուհին ինքնասպան է եղել սարսափ ֆիլմ հիշեցն... - https://t.co/VjiuhER0M8 https://t.co/dN072HxN0e
positive,"@anamsylyan աա, երեկ ընկերներիս հետ կակառազ էդ էինք հիշում..""Արտույտների ագարակը""
 լավ ֆիլմ ա)"
positive,Հետաքրքիր ֆիլմ է սպասվում https://t.co/huB8PwWfh2
positive,Զլատանը շարունակում է մեծարվել https://t.co/BjRUKls0i4
positive,ես իրականում շատ ավելի բարի եմ
positive,"Բարի լոյս, հանգիստ և ուրախ Կիրակի մը կը մաղթեմ ձեր բոլորին;
Good morning; have a #blessed… https://t.co/TAl8Snfi4b"
positive,"Էլ ինչի՞ նման կլինի մարդը, եթե նրանից վերցնես այն ամենը, ինչ որ բարի է և գեղեցիկ: Չէ՞ որ բարին և գեղեցիկը երևակայու… https://t.co/yZHEt8vw2O"
positive,"@khamazaspyan վաայ^^
 ապրես դու շաաատ, բարի մարդ))
ցնծության մեջ եմ)"
positive,"Բարի կեսօր, Երևան:
Ջերմաստիճանը Երևանում՝ +3°:
#EVNwinter #EVNweather https://t.co/1H85dbQwEn"
positive,Բարի լույս բոլորին
negative,"Գիտես ինչ Կարինա ջան, արդեն զզվեցի, մի ասա, ես էլ կգնամ 
Բլաբլաբլաբլաբլաբլաբլաբլա
Գիտես Կարինա ջան, ես դալբայոբ եմ,… https://t.co/LxTtFLu0IC"
positive,"Երդվեց; Ծառայում է Հայաստանի Հանրապետությանը!!!
Անասելի հպարտ եմ :) 
Թող բարի լինի ծառայությունը, առողջ վերադառնա հրաշքս:"
positive,Բոլոր ուրբաթ իրիկունը խմողներին բարի ժամանց եմ մաղթում։
positive,"Բարի' օր, մեր սիրելի ժամանցասերներ:
Իսկ դուք գիտե՞ք, թե ինչ լավ երեկո է սպասվում այսօր Just Mood pub ում 🎵:... https://t.co/16Zsjetb8A"
positive,Ժպտադեմ բարի լույս :) https://t.co/IwZoCkz8hM
positive,"Ընկերս ինձ լսելով, մի բարի խորհուրդ տվեց, որը ինձ փրկեց: Նա ինձ ուշադիր լսելուց հետո, ասաց. «Քանի որ ամառ է և պարտե… https://t.co/1zlE1Lk864"
positive,"Բարի լույս:
Անվտանգ եւ խաղաղ օր ենք մաղթում բոլորին։ https://t.co/3Qs89veRbE"
positive,"Բարի օր, սիրելի' ընկերներ:

Մենք շարունակում ենք համագործակցել Օգնենք Հայ Մանուկներին Help Armenian Children... https://t.co/e9QCDQPIax"
negative,"Առավոտը բարի էր բոլորի համար, բացի իմ:"
positive,"Բարի լույս:
Անվտանգ եւ խաղաղ օր ենք մաղթում բոլորին։ https://t.co/PkEC8F3zBh"
negative,էսօր էլ մի տեսակ անիմաստ անցավ #ԳիշերՁեզ բարի։🌐 https://t.co/H8fnBLmXU7
positive,"💛Բարի երեկո 💛
Արդեն գրեթե վերջին շտրիխներն են մնացել Լիլիթի նոր տեսահոլովակը վերջացնելու համար:☺️
Ավարտելուն պես՝ տ… https://t.co/cQ64uZImyt"
positive,"Բարի լոյս, հանգիստ և ուրախ Կիրակի մը կը մաղթեմ ձեր բոլորին;
Good morning; have a #blessed… https://t.co/ck3Ivk1EKX"
positive,Օրհնեալ եւ Բարի Կիրակի Ձեր Բոլորին https://t.co/tzGNyQ81Dp
positive,"#NewProfilePicture 
Երազանքների բարի փերի, Քեզ խնդրում եմ իմ երազը վառ դու կատարիր. Ու մանուկներին , Ու մանուկներին… https://t.co/qRTKsRMgYb"
positive,"Բարի լույս:
Անվտանգ եւ խաղաղ օր ենք մաղթում բոլորին։ https://t.co/DFkGGnd9j3"
positive,Աստված բարի է: https://t.co/fkOCq389Kv via @YouTube
positive,"@blackrebel212 Ես ինձ էլ եմ սիրում ուրիշներին էլ 
հա, իմ մեջ լիքը սեր կա, հա ե սշատ բարի եմ, չէ, ես հեչ մեծամիտ չեմ"
negative,@Expctoo Բարի ճանապար
positive,"https://t.co/nN9tR8ixVv-ում ծանոթը քո աշխատասիրությունն է և որակյալ աշխատանքը․․․
Լիգիա Մկրտչյանը պատմում է իր աշխատ… https://t.co/HiEqhSK7rh"
positive,1999 թվականին Հովհաննիսյանը` Ալբերտ Սարգսյանի փոխանցումից հետո գեղեցիկ հարվածով գրավել է Մոսկվայի «Տորպեդոյի»... https://t.co/DzMdIjSRhO
negative,"RT @80narine: Միգուցե ,և շատ գրավիչ գեղեցիկ է,բայց միևնույն է չեմ կարողանում սիրել մոսկովյան ձմեռն ու սառնամանիքը 😬 https://t.co/06EG2K3yg6"
positive,Բերնարդեսկիի գոլը տուգանայինից շատ գեղեցիկ էր... 🙂🙂 https://t.co/bcy5wbLkku
positive,"Ահա, թե ինչպիսին է իրական ընտանեկան կյանքը. երբեմն բարդ, նյարդայնացնող սակայն և գեղեցիկ... https://t.co/nwLDCLmH0P"
positive,Գեղեցիկ  կարճամետրաժ վիդեոհոլովակ!!!😊 https://t.co/UmSC4keuTt
positive,Բոլոր առիթների համար շատ գեղեցիկ և անչաաա՜փ համեղ տորթեր 🍰 կարող եք պատվիրել Ամելիից https://t.co/nN9tR8ixVv-ի միջո… https://t.co/wl1ZiWf3vh
positive,"Բիզնեսի գեղեցիկ կողմը...

«Կանայք բիզնեսում» նոր ծրագրի մեկնարկ գործարար կանանց համար

Իմացե՛ք ավելին՝… https://t.co/nolS5VJLEX"
positive,Շատ գեղեցիկ է... https://t.co/3NHdApaoF6
positive,Իսլանդիայի գեղեցիկ բնությունը 🏔 https://t.co/Vq4E11wXkq
positive,"Այս գեղեցիկ տունն արդեն 90 տարեկան է և նրա յուրահատկությունն այն է, որ պատրաստված է թերթից https://t.co/oupgY8SAgl"
positive,"Բարի գիշեր, մարդիկ, Բարի Արջալույս բացվի :)
Գեղեցիկ երազներ նայեք )"
positive,6 մթերք՝ առողջ ու գեղեցիկ մաշկ ունենալու համար https://t.co/2NBl0DIEEO
negative,Գյումրու Գորկու փողոցի այս գեղեցիկ տունը քանդվում է:
positive,Գեղեցիկ ու համեղ նախաճաշ՝ նրբերշիկով https://t.co/pL5oRZr5Bb
positive,"Հարմարավետ և գեղեցիկ անկողնային պարագաներ H&amp;M-ում 👉  https://t.co/KGE5oGAg1I
➡️Գրանցվե՛ք https://t.co/ntBXRxFnFn
✈.… https://t.co/Xn3gLx8bjv"
positive,Գեղեցիկ շնորհավորանք😍👌👌 https://t.co/JDCk0zdKj9
positive,Սեմ Պարսոնսի անկրկնելի գեղեցիկ հարվածը https://t.co/TF4OzpC8tW
positive,«Ատլետիկոյի» գոլը շատ գեղեցիկ ստացվեց 🔥🔥 https://t.co/1BLZv8Gjag
positive,«Ռիվեր Փլեյթի» ֆուտբոլիստը Մեսսիի ոճով գեղեցիկ գոլ է խփել (տեսանյութ) https://t.co/IYm37zZ8EO
negative,"Ֆրակտալությունը բնության մեջ գեղեցիկ է, մարդկանց մեջ՝ անտանելի. . .
Աշխարհագրագետ-սոցիոլոգի խոհերից"
positive,Նեյմարի գեղեցիկ գոլը կարելի է դիտել անդադար⚽ https://t.co/il6iX95TqM
positive,Հենրիխ Մխիթարյանի գեղեցիկ գոլային փոխանցումը #ArsenalFC #Mkhitaryan https://t.co/x4o29VDqRO
negative,Դանիլոյի գեղեցիկ գոլը բավարար չէր հաղթանակի համար https://t.co/szAr3pwKoE
positive,Գեղեցիկ դիմահարդարում՝ Սուրբ Վալենտինի օրվան ընդառաջ https://t.co/3uArjte0ac
negative,այս գեղեցիկ  բնապատկերը ... ... գերեզմանոց է https://t.co/nliAKaznjs
positive,"[ՖՈՏՈ]
Նա կարծում է, որ յուրաքանչուր տարիքում կինը գեղեցիկ է յուրովի https://t.co/PXARs1T0pf"
positive,"Ամեն ինչ չափի մեջ է գեղեցիկ. . .
Իսկ ո՞րն է չափը, ո՞վ է սահմանել,
Ո՞վ է այդ չափը չափել ու կտրել. . .
Ամեն ին չափի... https://t.co/e6Wc2ZuYpl"
positive,"Շատ գեղեցիկ պրեմիերա Մոնատիկից
https://t.co/JXC0lKeNAc https://t.co/8Rg6BtmWXa"
positive,"Անչափ գեղեցիկ նկարներ, թե ինչ տեսք ունեն տարբեր երկրներում ապրող ալբինոսները (Photo) https://t.co/sfX8jBJqhp"
positive,"Հիանալի երգ, գեղեցիկ կատարում... https://t.co/ObJNNSwpHm"
negative,"Արդյո՞ք գեղեցիկ է, երբ մարդիկ այսպես հիվանդագին ու ծայրահեղ կերպով իրենց արտաքինը դարձնում են սարսափելի և... https://t.co/PDV8KiFO6U"
positive,"#LeJeans
Ձեռք բերեք այս հիանալի տաբատները, ըստ Ձեր ճաշակի:
Առկա է լայն տեսականի, անհավանական ՑԱԾՐ ԳՆՈՎ,
ԸՆԴԱՄԵՆԸ... https://t.co/MkNNzvt8f7"
positive,Twitter | Նավաս. «Հիանալի հաղթանակ» :: https://t.co/3PN46pIGkg https://t.co/uAqeqtQHGl
positive,"one more tomhanks to your feed 😊 〰️
«Ամբողջ կյանքում շրջապատված եմ եղել հիանալի պատմիչներով, եւ… https://t.co/HqgmCgeyy8"
positive,"ԱՆՆԱԽԱԴԵՊ ԱՌԱՋԱՐԿ! 
#3DMassager
Ձե՛ռք բերեք այս հիանալի մերսող սարքը, որը մերսում է Ձեր դեմքը, ուսերը, գլուխը և... https://t.co/koQHGrjpfS"
positive,"Ոտքից գլուխ միատոն. 10 հիանալի կերպարներ, որոնք կարող եք կրկնել https://t.co/BjwXeKpMJV"
positive,"RT @BTSArmenianArmy: INSTAGRAM | 171120 | jacksonwang852g7

Շնորհակալություն հրավերի համար: Սա հիանալի փորձ էր: https://t.co/Qw18lehWxF"
negative,"Թափառող կենդանիների խնդիրը դարձել է պետբյուջեից փող լվանալու հիանալի միջոց, բայց հարցը չի կարգավորվում. «Դինգո թիմ»… https://t.co/SpTibRZF4T"
positive,"Տերյանի պոեզիան՝ Gor Sujyan-ի հիանալի կատարմամբ։
Անպայման լսե՛ք https://t.co/pBh0SVoOa1"
positive,"Տիեզերքը կարող է ձեզ հիանալի հնարավորություններ տալ ձեր բոլոր ցանկություններն իրականացնելու համար, բայց դրանք... https://t.co/pEegUHLLIE"
positive,Հիանալի է https://t.co/wc6NqmBgSK
positive,Մարիանո. «Նեյմարը հիանալի կհարմարվեր «Ռեալում» :: https://t.co/3PN46pIGkg https://t.co/wICAwZcKVL
positive,Եվրամիության և Վրաստանի միջև գործընկերությունը հիանալի է աշխատում. Մոգերինի https://t.co/6QqqTfXcLL
negative,RIP Colin/Black. Մի քանի օր առաջ ավտովթարի արդյունքում կյանքից հեռացավ 90-ականների ևս մեկ հիանալի կատարող՝ BLACK... https://t.co/sjHiyUbDKD
positive,https://t.co/ocg5GWZiSY | Ռոբերտ Կասյանի հիանալի ելույթը՝ «Голос» նախագծում (տեսանյութ) https://t.co/uIZUKkl0Ok
positive,Հիանալի կազմ https://t.co/7wxqwcaK4e
positive,"Իսկապես, հիանալի ստացվեց👏 (ՎԻԴԵՈ) https://t.co/zN9oMhCA6l"
positive,"Հիանալի երգ, գեղեցիկ կատարում... https://t.co/ObJNNSwpHm"
positive,Պելագեյայի հիանալի կատարումը - https://t.co/Y3sUiCPzqB https://t.co/PysoaT6GXJ
negative,Երիտասարդ ընտանիքներ Արդվիում հազվադեպ եմ ձևավորվում (տեսանյութ): Արդվի համայնքի հիմնական դպրոցում 18 աշակերտ է սով… https://t.co/zv0KQK27zy
positive,Զվարճալի և հազվադեպ պատահող 😂😂 https://t.co/F5VlSYfT1t
positive,"Ահա ներկայացնում ենք Ձեզ հետաքրքրաշարժ և նախկինում ոչ հայտնի փաստեր, հազվադեպ հանդիպող բնական այս երևույթի մասին։ https://t.co/baNtqwxt3R"
positive,"10-ամյա Սոֆի Մանասյանը գերել է Հոլիվուդը (տեսանյութ): Սոֆին սիրում է օճառային պղպջակներ, պաղպաղակ և ցայտաղբյուրներ,… https://t.co/EYvljXHC4d"
positive,"Շտապեք կիրակին անցկացնել համեղ ու զվարճալի՝ «Բարեկենդան»-ի հետ
 Նյութի աղբյուրը` https://t.co/tLzIvcLhnP https://t.co/Acb3JkkWrC"
positive,Միասին զվարճալի է:
positive,"TWITTER | 180207 | BTS_jp_official 

Շատ շնորհակալություն #PON հրավիրելու համար! Մեզ համար նույնպես շատ զվարճալի էր… https://t.co/MM1JF0mjl9"
positive,"Զվարճալի ու հաճելի խաղ են առաջարկում  մեզ այս խաղամոլ  Game Pub-ականները🕹️🎮🎲:
Քոմենթում Վերնագրեք Նկարը
Ամենաշատ... https://t.co/NcG69HfFrm"
positive,Զվարճալի տեսանյութ👇😂🤣 https://t.co/NzDLVLKDh3
positive,"Զվարճալի մուլտֆիլմ, թե ինչպես ստացվեց, որ քամելեոնը սկսեց փոխել գույները․․․ 🙂🦎 https://t.co/2zbkhhGAGZ"
positive,"M&amp;M's-ի հետաքրքիր և զվարճալի գովազդային հոլովակը 👏😍⤵️⤵️

#MMs #Ads #BestAds #FinStab #FinStabPriduction https://t.co/UPEhfn4AZG"
positive,"ՖՈՏՈ. Այս տղան զվարճալի կերպով շարունակում է նմանակել աստղերին 

https://t.co/qT6veUHj1J https://t.co/BvCXMX0V3I"
positive,10 իսկապես զվարճալի լուսանկար՝ արված ամենաճիշտ պահին (Photo) https://t.co/sNx534YQKi
positive,"Դեպի լուսավոր Պորտուգալիա – ԼԻՍԱԲՈՆ 💒

Արժեքի մեջ ներառված է՝
✈Ավիատոմս՝ Երևանից
🏫 Հյուրանոցային ծառայություն 8... https://t.co/AhF2rXpOMz"
positive,Այսօր մեր ստուդիայի փոքրիկ սան Լեոնարդոյի ծննդյան օրն է🎂 Շնորհավորում ենք և մաղթում անհոգ մանկություն և լուսավոր... https://t.co/HTOK3ZQV3r
positive,Վանաձորի քաղաքապետարանը հավանություն է տվել «Լուսավոր Հայաստան»-ի առաջարկին https://t.co/Qj8V2XFhEE https://t.co/ZcsiqEHl3V
positive,"Արև, ծով, ավազ․․․անմոռանալի հանգիստ արևոտ Եգիպտոսում։
Վայելեք լիարժեք հանգիստ ԱՆՌԻՎԱ-ՏՈՒՐ տուրօպերատորի հետ💜… https://t.co/MtikTbKbUE"
positive,"Երեկվանից օդում մի տեսակ սեր կա, էն որ գարնանն ա լինում միայն ^_^"
positive,Հոլանդացի մաթեմատիկայի ուսուցիչն իր գրավիչ արտաքինի շնորհիվ սեր է արթնացնում այդ առարկայի նկատմամբ (լուսանկարներ) https://t.co/4hnXzToKYI
positive,"Անսահման սեր բոլորին․․․
Բարի և խաղաղ գիշեր․․․
#Iva_diva #ճաշակ https://t.co/T9pC64AUNo"
negative,Ոչ փոխադարձ սեր. ինչպե՞ս առաջ շարժվել… https://t.co/z0DdwA0Tam
positive,"[ՖՈՏՈ]
Իսպանացի լուսանկարիչը լուսանկարներ է հրապարակել Արցախ կատարած ուղևորությունից և սեր է խոստովանել տեղացիներին https://t.co/A1jUpcSEn2"
positive,«Երևանն ինձ միշտ ոգեշնչում է… Ո՞րն է քաղաքի Ձեր ամենասիրելի հատվածը». Սիրուշո (լուսանկարներ) https://t.co/RYnAjTKqeD
negative,Մալականի այգում 26-ամյա երիտասարդին կախված են հայտնաբերել. նա գրություն է թողել (Ֆոտո) https://t.co/ufYpEPRbxS
positive,"#MondayMotivation
Աշխատանքային շաբաթը սկսեք վառ գույներով:"
positive,Փետրվարի 13-ին սիրով հրավիրում ենք մասնակցել մեր անգլախոսների ակումբի հանդիպմանը :) https://t.co/G0bSkOBCHZ
positive,Մենք ցանկանում ենք ունենալ առողջ քաղաքացի. Կարեն Կարապետյանը ծանոթացել է Սպորտի և երիտասարդության հարցերի... https://t.co/LMhWpooGpm
negative,Կիեւի ռեստորաններից մեկում ձերբակալում են Միխայիլ Սաակաշվիլիին https://t.co/Bno8HTKQdG
negative,Ջուր չի լինի Արարատի մարզում: https://t.co/uBlxJoIdy7
negative,Աշխարհը մութ տեղ է մութ աչքերու համար..
negative,"Թիմաթին խայտառակել է պատգամավորին, որը ծեծել է #DJSmash-ին (ֆոտո/վիդեո) https://t.co/9smS2ux23g"
negative,Դաժան ու ողբերգական դեպք Երևանում. 26-ամյա տղան Մալականի այգում կախվել է (տեսանյութ) | Գ. Շամշյան... https://t.co/YIQpU7HnKG
negative,30 տարի է անցել Սումգայիթի ողբերգությունից https://t.co/QE7hQuDezt
positive,Կրիշտիանու Ռոնալդու. «Ռեալը» մեծ հարգանք է տածում ՊՍԺ-ի հանդեպ https://t.co/g9BwHPKIvZ
positive,"Սակայն ապացուցել ենք, որ ուժեղ և համախմբված թիմ ենք https://t.co/Tba1jJc5ia"
positive,«Հայաստանն ամենաերաժշտական երկրներից է». 14-ամյա Սաթենիկի կատարումը՝ «Ты супер!» նախագծում https://t.co/3r32ExPDa2
positive,Տոնական քայլերթ՝ նվիրված Բուն Բարեկենդանի տոնին | Մամուլի խոսնակ`  Երևանի քաղաքապետարան/Yerevan... https://t.co/JoZ1hhaKbP
negative,Հրադադարի ռեժիմը մինչ օրս պահպանվում է զենքի ուժի շնորհիվ. Լևոն Մնացականյան https://t.co/K79G4jAlxl
positive,"@LanaParrilla armênio:

Ես սիրում եմ քեզ ♡ @LanaParrilla"
positive,Սիրո տոնը սիրելի վայրում 😍 https://t.co/0LAJi1157g
positive,"ԼՂ հակամարտությունը միայն խաղաղ ճանապարհով է հնարավոր կարգավորել. Բուլղարիայի նախագահ
#Armenia #Yerevan #NKpeace… https://t.co/kb1xVyt1mS"
negative,Նոր Նորքում 8 ժամ ջուր չի լինի - Լուրեր Հայաստանից https://t.co/denFFU70Tz
positive,"Cuzarzo The Circle
Սիրահարների տոնի առթիվ մինչև փետրվարի 18-ը շտապեք ձեռք բերել Cuzarzo The Circle շքեղ... https://t.co/ZGQt0WvO8p"
positive,Իմ կրոնն իմ ազգն է
negative,ՀՐԱՊԱՐԱԿՎԵԼ Է ՌՈՒՍԱԿԱՆ ՕԴԱՆԱՎԻ ԿՈՐԾԱՆՄԱՆ ՏԵՍԱՆՅՈՒԹԸ https://t.co/dC0HNR5pXX
positive,"«Հավատում եմ, որ կրթությունը և գիտությունը առանցքային են մեր ապագայի համար» https://t.co/ptwitzo7jL"
negative,Խորհրդարանական ուժերին ԵԱՀԿ Մինսկի խմբի հայտարարությունը չի գոհացրել:
negative,Ավստրիայում ուղևորատար գնացքներ են բախվել https://t.co/3wYaR36rQk
positive,Երևանում տոնական քայլերթ է կազմակերպվել՝ նվիրված Բուն Բարեկենդանի տոնին https://t.co/Rwk4Qw0ABP
positive,Բերման էին ենթարկվել գրպանահատության: https://t.co/qX9qMJ9Sg6 на @YouTube
negative,Արտակարգ դեպք Երևանում. եղբայրը դանակի մի քանի հարվածներ է հասցրել եղբորը (տեսանյութ) | Գ. Շամշյան... https://t.co/CErvKbtNWS
negative,"Ինտերնետային մոլեխաղերով տարված տղան տնից գողություն է արել (ՏԵՍԱՆՅՈՒԹ)

https://t.co/oi0OM9CctD"
positive,Պատանի ձյուդոյիստները մեդալներ են նվաճել Եվրոպայի գավաթի խաղարկության փուլում https://t.co/hmUZXYkuBE
positive,"Բարի լոյս, ուրախ առողջ և յաջող շաբաթ մը կը մաղթեմ ձեր բոլորին, good morning, wishing you a… https://t.co/ZTgju3YXnP"
negative,Խոշոր ավտովթար Երևանում. 19-ամյա վարորդը BMW-ով բախվել է բետոնե պատին այնուհետև էլեկտրասյանը (տեսանյութ) | Գ.... https://t.co/DLPoDOjlNY
positive,«Ատլետիկոյի» նախագահ. «Մենք պայքարելու ենք չեմպիոնության համար մինչև վերջին վայրկյանը https://t.co/fs5V2NAs7I
positive,«Ապրում եմ իմ երազած կյանքով». Արաքսյա Մելիքյան https://t.co/dD29NxLsH6 https://t.co/PFRcE2woeV
positive,"Գեղեցիկ և անմոռանալի 7 օրյա տուր դեպի Հուրգադա : Բաց մի թողեք հնարավորությունը , մեկնեք հանգստի Բյութիի... https://t.co/m7pvbkFvv0"
negative,"Մայրը 26-ամյա տղային Մալականի այգում կախված է գտել. տղան երկտող է թողել
https://t.co/01r7yQwECU https://t.co/1tOH1r6V0b"
negative,Ան-148 ինքնաթիռը ցամաքի վրա է պայթել. ՌԴ քննչական կոմիտե https://t.co/QI8vcdEV3M
positive,Վարդան Արամյան. Ունենք սպասվածից բարձր տնտեսական աճ https://t.co/NICrGjl1AR
positive,"Գերմանացի Լաուրա Դալմայերը դարձավ կրկնակի օլիմպիական չեմպիոն
#pyeongchang2018 https://t.co/eGA92qjaw1"
negative,Ուկրաինական «Ձայնը». ժյուրին անտեսեց հանդիսատեսի բուռն արձագանքն ու չշրջվեց Լիանա Ավանեսյանի ելույթի ժամանակ... https://t.co/qQObLQVmC3
negative,Մահվան ելքով վրաերթ Երևանում. անհայտ մակնիշի ավտոմեքենան վրաերթի է ենթարկել հետիոտնին և փախել (տեսանյութ) | Գ.... https://t.co/YGQMvA4YVj
positive,Ծաղկաձորում մեկնարկվեց ՀՀ ԳԱԱ  Գիտակրթական միջազգային կենտրոնի Շրջանավարտների միավորման և կարիերայի  զարգացման բաժն… https://t.co/CpAilH8jsI
negative,տանից դուրս գալու եւ այլեւս չվերադառնալու տրամադրություն
positive,Ֆուրկադն այսօր պարզապես փայլեց https://t.co/LIuc73vuCq
positive,Առողջ ապրելակերպի տարածումը չափազանց կարևոր է. վարչապետը ծանոթացել է Սպորտի և երիտասարդության հարցերի նախարարության… https://t.co/u0SkGdaf5q
negative,«Անկման պահին ինքնաթիռն ամբողջական է եղել. պայթյունը տեղի է ունեցել անկումից հետո». ՌԴ ՔԿ... https://t.co/Ohm6RIqe6g
positive,Հայկական արմատներով գեղասահորդուհի Եվգենիա Մեդվեդևան համաշխարհային ռեկորդ է սահմանել https://t.co/2htlC9yrRN
positive,"Երևանում կմեկնարկեն բակերի և զբոսայգիների բարեկարգման, ինչպես նաև նկարազարդ կամարանցումների թարմացման աշխատանքները https://t.co/WJBsjHDL0k"
positive,"[ՎԻԴԵՈ]
Երգչուհի Սրբուհի Սարգսյանն իր կատարմամբ ստիպել է դեպի իրեն շրջվել ուկրաինական «Ձայնը» նախագծի 4 մարզչից 3-ին https://t.co/SN3X06dEoJ"
negative,Դատախազության կողմից դատարան բերված կեղծ թարգամանության հիման վրա կալանավորվել է ՌԴ քաղաքացի Արտեմ Սատալկինը https://t.co/KxjR5ZD5oX
positive,Աշխարհի Լավագույն Կղզիները Ռոմանտիկ Հանգստի Համար https://t.co/h5OaIegRdl
negative,Երևանում բախվել են 24-ամյա վարորդի Opel-ը և 63-ամյա վարորդի Nissan-ը (տեսանյութ) | Գ. Շամշյան... https://t.co/iFStebI76u
negative,Երևանում բախվել են 22-ամյա վարորդի Infiniti-ն և 31-ամյա վարորդի Mercedes-ը (տեսանյութ) | Գ. Շամշյան... https://t.co/O60AgDxzeJ
negative,Մահվան ելքով վրաերթ Ռոստովյան փողոցում. վարորդը ձերբակալվել է: ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչությու… https://t.co/OZbqK36lv0
positive,Տեղի են ունեցել հայ-բուլղարական բարձր մակարդակի բանակցություններ: Բուլղարիայի նախագահի պետական այցի շրջանակներում Ն… https://t.co/vGFMGxjTx6
negative,"Ես տեղ հասա, իսկ նա՝ ոչ. մոր զոհվելու մասին լուրը հայ տղան իմացել է նորություններից https://t.co/klFivuaCs0"
negative,Սիրիայում ևս մեկ ադրբեջանցի զինյալ է սպանվել - Լուրեր Հայաստանից https://t.co/327cqW2arq
positive,«Ես կցանկանայի շարունակել երգել և ծերանալ` ինչպես Ազնավուրը». Սթինգ https://t.co/KZpNGLl9Jt https://t.co/32CCW4Mtrq
positive,"Ընդլայնվում է հայ-ֆրանսիական համագործակցությունը սեյսմիկ պաշտպանության ոլորտում
https://t.co/I2uv9PnleM https://t.co/WizcOD2QWt"
negative,Մահվան ելքով վրաերթ Ռոստովյան փողոցում. վարորդը ձերբակալվել է https://t.co/vuGOIQSy3g
negative,Մահվան ելքով վրաերթ Ռոստովյան փողոցում. վարորդը ձերբակալվել է https://t.co/DBvxuunppC
negative,Օլիմպիական խաղերի մրցավայրում նորովիրուսով վարակվածների թիվը մեծանում է https://t.co/2eJ9MqUovP via @ArmTimes
positive,"Կմեկնարկեն բակերի և զբոսայգիների բարեկարգման, ինչպես նաև նկարազարդ կամարանցումների թարմացման աշխատանքները. Երևանի ք… https://t.co/HnFG5hNIV2"
positive,"[ՎԻԴԵՈ]
Պատանի և տաղանդավոր Րաֆֆի Անտոնյանը փայլուն ելույթ է ունեցել ֆրանսիական «Ձայնը» շոուում https://t.co/GYIUfvqXrj"
negative,"Ոստիկանության N զորամասի մոտ 19-ամյա վարորդը BMW-ով բախվել է բետոնե պատին, այնուհետև էլեկտրասյանը. կան վիրավորներ -… https://t.co/XO00bnIxah"
positive,"Ֆրանսահայ Րաֆֆի Արտոն տպավորիչ ելույթ ունեցավ ֆրանսիական «Ձայնը» նախագծում, ու ժյուրին այն գնահատեց 
https://t.co/hcynPiss46"
