Label,Text
negative,"Ոստիկանության N զորամասի մոտ 19-ամյա վարորդը BMW-ով բախվել է բետոնե պատին, այնուհետև էլեկտրասյանը. կան վիրավորներ -… https://t.co/XO00bnIxah"
negative,Նիգերիայում տեղի ունեցած ահաբեկչության հետևանքով առնվազն 20 մարդ է մահացել https://t.co/NL2KCAeAfZ
negative,ԱՄՆ-ի կիբեր հարձակումների պատճառած վնասը 109 միլիարդ դոլար է հայտարարվել https://t.co/BlUdSvt9b8
positive,Տոնական քայլերթ՝ նվիրված Բուն Բարեկենդանի տոնին | Մամուլի խոսնակ`  Երևանի քաղաքապետարան/Yerevan... https://t.co/JoZ1hhaKbP
positive,"Թարմ շունչ Ձեր ննջարանում !!!! 🙂🏠💌🌱🦋
Որակյալ և գունեղ անկողնային հավաքածուներ: 👍
ԱՌԱՔՈՒՄԸ՝ ԱՆՎՃԱՐ 😉📢📣🔔 Մանրամասները… https://t.co/jKeGmEgE5x"
positive,5 գեղեցիկ գոլ https://t.co/J9nUMu5oCa
negative,Ծախվածներ չնչիններ էտ օրենքը քո գլխին է շուռ գալու
positive,Զվարճալի և հազվադեպ պատահող 😂😂 https://t.co/F5VlSYfT1t
positive,"ՖՈՏՈ. Ես հաճույքով եմ հիշում տասը տարի առաջ կատարած այցս. Սերժ Սարգսյանը Ռումեն Ռադևին 

https://t.co/fQbQbvRwux https://t.co/ONclW8IEkQ"
positive,"@RwanMussiry Ես սիրում եմ քեզ, մաղթում եմ ձեզ երջանիկ օր ♥️"
negative,Մեղք են երեխաները հիմիկվանից փչացնում եք…
positive,"Բռավոոոո, շատ ճիշտ քայլ է, թող արգելվի հնդկական ու բռազիլական(և առհասարակ) սերիալները, դրանք միայն բթացնուն են մարդուն"
positive,Հրաշալի նախագիծ է։Ներողություն պետք է խնդրել Վարդանյան ընտանիքից կատարվածի համար։
positive,օ՛ հրաշք աշխատանքներ են
positive,"Չէ, ես շատ եմ սիրում իմ կյանքը.
Ունեմ լիարժեք ու հոգատար ընտանիք, թույն ընկերներ, ինձ շրջապատող սիրող շատ մարդիկ
Հն… https://t.co/5nREmvKGcE"
positive,"Հրաշալի երգ, հիանալի կատարում. բրավո՜ և՛ հեղինակին, և՛ կատարողին: https://t.co/nh6C1NhSFB"
positive,"Արդյունավետ աշխատելու համար ճիշտ և լիարժեք հանգիստը ոչ թե կարևոր է, այլ պարտադիր❣️
#Կոմիտաս20
,#ՍայաթՆովա12, 
(+374… https://t.co/fLdRDltfWp"
positive,Մատնահարդարման գեղեցիկ տարբերակներ՝ Սուրբ Վալենտինի տոնի համար https://t.co/XGEAea1wGQ
negative,"Վրաերթի են ենթարկվել 21-ամյա, 71-ամյա և 31-ամյա քաղաքացիներ - Լուրեր Հայաստանից https://t.co/r270VH5593"
negative,Աշտարակում բախվել են Lexus-ն ու ВАЗ 21013-ը. կան վիրավորներ. ՖՈՏՈՌԵՊՈՐՏԱԺ https://t.co/uEVcTHeoIy
positive,6 մթերք՝ առողջ ու գեղեցիկ մաշկ ունենալու համար https://t.co/2NBl0DIEEO
positive,"«Նրանց արձագանքը ցույց տվեց, որ թիմն ու երկրպագուները միասնական են, դա շատ լավ է»,- ասել է «Լեսթերի» գլխավոր... https://t.co/3IDIlkFYBs"
negative,"@theimposter_ Որ ասեցիր սկսեցի ավելի շատ կասկածել, որ կարողա վատ բաներ լինեն((("
positive,"երջանիկ ծննդյան ինձ համար,😘😘"
positive,Վանաձորի քաղաքապետարանը հավանություն է տվել «Լուսավոր Հայաստան»-ի առաջարկին https://t.co/Qj8V2XFhEE https://t.co/ZcsiqEHl3V
positive,Ես անպայման կգտնեմ ինձ հոգեհարազատ մի բան...
positive,"Շնորհակալություն,   ցանկալի նորություն"
positive,Շատ գեղեցիկ էր! https://t.co/HnanXKdtDB
negative,"Ահավոր տեսարան է,բայց էս պատկերը միայն Երևանում չէ...մեր մոտ էլ են ամբողջ քաղաքի ծառերն արմատից հանել...եղևնիներ են տնկել...որոնք երևի մի 20 տարի հետո  բարձր ծառեր կդառնան....ու դա արվել է Հայաստանի ամենաաղտոտված քաղաքում....տխուր է(((("
positive,Փետրվարի 13-ին սիրով հրավիրում ենք մասնակցել մեր անգլախոսների ակումբի հանդիպմանը :) https://t.co/G0bSkOBCHZ
positive,"Շատ գեղեցիկ է նշված. Տարածքում  չի լինելու ոչ մի գովազդային վահանակ։ Այդ առումով "" ԿԱՐԱՊԻ ԼՃԻ"" տարածքում ( պատահաբար)հայտնված գովազդային էլենենտները փչացրել և խախտել են ճարտարապետական էլեմենտների հարմոնիան։"
positive,«Ապրում եմ իմ երազած կյանքով». Արաքսյա Մելիքյան https://t.co/dD29NxLsH6 https://t.co/PFRcE2woeV
negative,"Ֆրակտալությունը բնության մեջ գեղեցիկ է, մարդկանց մեջ՝ անտանելի. . .
Աշխարհագրագետ-սոցիոլոգի խոհերից"
positive,"Ամեն ինչ չափի մեջ է գեղեցիկ. . .
Իսկ ո՞րն է չափը, ո՞վ է սահմանել,
Ո՞վ է այդ չափը չափել ու կտրել. . .
Ամեն ին չափի... https://t.co/e6Wc2ZuYpl"
positive,"Զվարճալի մուլտֆիլմ, թե ինչպես ստացվեց, որ քամելեոնը սկսեց փոխել գույները․․․ 🙂🦎 https://t.co/2zbkhhGAGZ"
negative,"Ճապոնիայում ձյան ռեկորդային տեղումների պատճառով զոհեր են գրանցվել
https://t.co/u6yvDZJWoI https://t.co/fGJimZipui"
positive,Սիրո տոնը սիրելի վայրում 😍 https://t.co/0LAJi1157g
positive,Բացառիկ երգ և տեսահոլովակ... լրիվ ապրեցի... https://t.co/uE1TSzAUq2
positive,"Ազգային պարե՜ր😍😍 ԵՊՀ-ականներ, միացեք ձեզ ընձեռված հրաշալի հնարավորությունից!!!! https://t.co/RTyipASf5g"
negative,Էս տարվա ծիրանից մեղ մասած՝ վատ հոտ է գալու
positive,Նման կնոջից ամուսինը երբեք չի հեռանա.այսպիսի կանայք ամուր ընտանիք են ունենում https://t.co/0aKwmtcDuC
positive,"«Արդեն ցույց ենք տվել, որ Չեմպիոնների լիգայում մենք միասնական, ուժեղ և փորձառու թիմ ենք․․․» https://t.co/eoYKAj6hlk"
positive,"Ամենասիրածս կինոն էի ավելացնում ֆիլմերի բազա։ Բանալի բառերից հասկացա, թե ինչքան հրաշալի #ֆիլմ ա, ով ինչ ուզում ա աս… https://t.co/ogrUO7kJWD"
positive,Կիրթ երիտասարդներ ունենալը դա արդեն հաղթանակ է։Շատ գովելի է։
positive,@khamazaspyan ինքն էլ ա լավը շաատ)
negative,"Ախր ինչի էիք փակել մեծ մարդիկ եք չեք հասկանում, թու նեռվերիս վրա են ազդում, ես ավելի լավա չնայեմ էս հաղորդումը(((("
negative,Արտոնություն ստացող ընկերությունը հարկ չի վճարել. նրա թիկունքում պաշտոնյաներ են. «Ժողովուրդ» https://t.co/6f3Gr5mBQX
negative,"Այ մարդ... մեղ պետք չի տարածաշրջանում նմանը չունեցող խալի և շատրվաններ, էլի ընկան ծայրահեղությունների մեջ, կլնի մի քիչ համեստ, առանց ճոռոմ բաների պրոեկտներ անեք ???"
negative,սադրիչներ հեռացեք
positive,"Այս գեղեցիկ տունն արդեն 90 տարեկան է և նրա յուրահատկությունն այն է, որ պատրաստված է թերթից https://t.co/oupgY8SAgl"
negative,"Քանի դեռ էս ազգը չի սիրում մտածել ու կուրորեն հավատալով ""հալած յուղի տեղ ա ընդունում"" ցանկացած բան, ինչ իրենց սովորեցնում են իրենց ծնողները, ում էլ սովորեցրել են իրենց ծնողները ու էսպես շարունակ, էս երկրի վիճակը սենց էլ շարունակվելու ա մնալ։ Մինչև դպրոցից հեպ խայտառակ առարկան չհանվի, ու ծնողները չհասկանան, որ չի կարելի իրենց երեխաներին զոռով ստիպել աստվածաշունչ կարդալ, զոռով տանել եկեղեցի ու ստիպել աղոթել, ու զոռով կնքել, ազգը մնալու ա հորինվածքի առաջ ծնկի իջած։"
positive,Ողջեւնում ենք այս քայլը և սպասում
positive,Փրկարարներն այսուհետ ավելի արագ ու արդյունավետ են աշխատելու: https://t.co/ue9oID3zJx
positive,"""Մոհամեդ Սալահ․ «Ես երջանիկ եմ «Լիվերպուլում»»"" https://t.co/IxUSzT9nRN"
positive,"#MondayMotivation
Աշխատանքային շաբաթը սկսեք վառ գույներով:"
negative,Կիեւի ռեստորաններից մեկում ձերբակալում են Միխայիլ Սաակաշվիլիին https://t.co/Bno8HTKQdG
positive,"Գնեք և կարդացեք, չեք փոշմանի, էն որ մի շնչով մեկ, մեկ ու կես ժամում կարդացի)))"
positive,«Ռոմայի» վստահ հաղթանակը #SerieA https://t.co/bVpa4wRQGA
negative,Մահվան ելքով վրաերթ Ռոստովյան փողոցում. վարորդը ձերբակալվել է https://t.co/vuGOIQSy3g
negative,Անհապաղ պետք է դրանց բոլորին կռւլակաթափ անել երկիրը թալանել են դրա համար էլ ժողովռւրդը էս վիճակռւմ է գտնվռւմ։
positive,Հետաքրքիր ֆիլմ է սպասվում https://t.co/huB8PwWfh2
positive,Արժանի է:
positive,Լատվիացի ճանապարհորդը շատ գեղեցիկ վավերագրական տեսաֆիլմ է նկարել Արցախի մասին (Video) https://t.co/QR4DceCuui
positive,"Գիտեմ ու վստահ եմ,
վաղը պիտի փորձեմ
ուժեղ լինել Քեզանով,
հոգիս պիտի մխիթարվի Քեզանով,
և շունչս
պիտի իմաստավորվի Քեզանով։"
positive,"ԳԻՐՔԸ ուղղակի հրաշք էր , 1 ժամ առաջ ավարտեցի ընթերցումս, շնորհավորում եմ և շնորհակալ եմ :)"
positive,«Արմենին ճանաչում եմ երկար տարիներ. ծանոթ եմ նրա շատ  հատկանիշներին. նա ուժեղ առաջնորդ է». Արա Դարզի (տեսանյութ):… https://t.co/8umwaXrcgD
positive,Գեղեցիկ  կարճամետրաժ վիդեոհոլովակ!!!😊 https://t.co/UmSC4keuTt
positive,Պելագեյայի հիանալի կատարումը - https://t.co/Y3sUiCPzqB https://t.co/PysoaT6GXJ
positive,"Վստահ ենք  , որ արժանապատիվ կներկայացնեք ՀԱՅ ԺՈՂՈՎՐԴԻՆ, ում    մերօրյա  ՀԵՐՈՍՆ ԵՔ ԴՈՒՔ...հպարտ, անշփոթ  և , ի լուր ԱՇԽԱՐԻ, կհնչեցնեք ՄԵՐ ԱՆԿՐԿՆԵԼԻ, ՈՍԿԵՂԵՆԻԿ  ՀԱՅԵՐԵՆԸ..."
negative,"Թիմաթին խայտառակել է պատգամավորին, որը ծեծել է #DJSmash-ին (ֆոտո/վիդեո) https://t.co/9smS2ux23g"
negative,Կար հեռուստաթատրոն.որ սիրով նսյում էինք.դեմ չենք նորամուծությանը.բայց մեր երեխաները թող ճանաչեն մեր սիրելիՓափազյանին.Ավետ Ավետիսյանին.ՀՐԱՉՅԱ ՆԵՐՍԻՍՅՍՆԻՆ.ԲՈԼՈՐԻՆ ՉԵՄ ԿԱՐՈՂ .ՄԻ ԽՈՍՔՈՎ ՄԵՐ ՀՐԱՇՔ ԱՆԶՈՒԳԱԿԱՆ ԴԵՐԱՍԱՆՆԵՐԻՆ
positive,Շնորհավորում եմ!!!! Ես միշտ հիանում եմ Ձեր աշխատանքներով: Թող Աստված Ձեզ ուժ ու մտքի թռիչք տա։
positive,Հրաշք է ապրես
positive,Հրաշք եք
negative,Տխուր վիճակ 😕
positive,RT @emptyfear: Կարելի ա ուղղակի հիմա ոչինչ չանել ու երջանիկ լինել։
negative,"Ամերիկայի Ֆլորիդա նհանգի բնակիչը հայտնել է, որ իր Apple AirPods  ականջակալներից մեկը պայթել է https://t.co/r58hpnvHHm"
negative,"ՊԵԿ-ը շատ հարկեր է հավաքել, սակայ վճարած հարկերի ուսումնասիրությունը լավ բանի մասին չի խոսում. «Հայկական ժամանակ» https://t.co/j5kDMZPqim"
positive,"Արդյունավետ ռազմավարություն նրանց համար, ովքեր ցանկանում են դառնալ հաջողակ պրոֆեսիոնալներ https://t.co/nbg6evuHJI"
positive,Արմեն Սարգսյանն ուժեղ առաջնորդ է. Լորդ Արա Դարզին ողջունում է նրա թեկնածությունը ՀՀ նախագահի պաշտոնի համար https://t.co/GYMKkHf4Fo
positive,Վայ ապրեք դուք։
negative,"կաշառակեր դպրոցի տնօրեններն են, կաշառքի համը էս աղբի մեջ վխտող ոջիլների երախում է, չեն ուզում հրաժարվել"
positive,Շատ լավա
positive,1999 թվականին Հովհաննիսյանը` Ալբերտ Սարգսյանի փոխանցումից հետո գեղեցիկ հարվածով գրավել է Մոսկվայի «Տորպեդոյի»... https://t.co/DzMdIjSRhO
positive,"[ՎԻԴԵՈ]
Պատանի և տաղանդավոր Րաֆֆի Անտոնյանը փայլուն ելույթ է ունեցել ֆրանսիական «Ձայնը» շոուում https://t.co/GYIUfvqXrj"
positive,Բերնարդեսկիի գոլը տուգանայինից շատ գեղեցիկ էր... 🙂🙂 https://t.co/bcy5wbLkku
positive,"Մեր զարմանահրաշ և բազմակողմ աշխարհում գոյություն ունեն բազմաթիվ ավանդույթներ: Ավանդույթը, որի մասին հիմա... https://t.co/1T5LQS3DsK"
positive,"Որակյալ մարզաքարեր՝ ամենօրյա մարզումների համար: 
Երբ առողջությունն առաջին տեղում է:
https://t.co/9CVFSEOn5E
#sport… https://t.co/0RMEerLC9x"
positive,"ՖՈՏՈ. Այս տղան զվարճալի կերպով շարունակում է նմանակել աստղերին 

https://t.co/qT6veUHj1J https://t.co/BvCXMX0V3I"
positive,"Կեցցեք, Հայկ ջան, հերոսական գործ եք անում։
Իմացեք որ եթե դրամահավաք կազմակերպեք, շատ միացողներ կլինեն։"
negative,Ինձ շատ հետաքրքիր է թե ինչի է հեղինակը էսպիսի վերջաբան ընտրել.տխուր է բավականին .հուզիչ.իսկական սիրո նկարագրություն.....
positive,ազգս փրկողը աստվածային ուշադրության է արժանի
positive,"Հիանալի երգ, գեղեցիկ կատարում... https://t.co/ObJNNSwpHm"
positive,Հրաշալի նորություն 😍😍😮 https://t.co/YfBPRkUPbm
positive,"💑😉Անցկացրեք #սիրահարների #տոնը մեր հետ միասին 🇦🇲🇧🇷#Պիոներ #Բրազիլական #ռեստորանում🇧🇷🇦🇲, վայելելով որակյալ կենդանի ե… https://t.co/V5IMh7CQfx"
positive,Իմ կրոնն իմ ազգն է
negative,"Վրաերթ Երևան-Երասխ ճանապարհին. 71-ամյա տղամարդը մահացել է
 
https://t.co/v9u7hBHb33"
positive,Հոլանդացի մաթեմատիկայի ուսուցիչն իր գրավիչ արտաքինի շնորհիվ սեր է արթնացնում այդ առարկայի նկատմամբ (լուսանկարներ) https://t.co/4hnXzToKYI
negative,"Այն, ինչ տեղի ունեցավ երեկ շատ տհաճ էր, բայց որ էս մարդկանց բազմամյա խնդիրն ի վերջո բարձրաձայնվեց, լավ է: https://t.co/dBBQTjTHAl"
positive,ես իրականում շատ ավելի բարի եմ
positive,«Ռիվեր Փլեյթի» ֆուտբոլիստը Մեսսիի ոճով գեղեցիկ գոլ է խփել (տեսանյութ) https://t.co/IYm37zZ8EO
negative,@artush_judo @SanMi451 Հոկտեմբերյանը ահավոր վատ տեղ ա
positive,"Բարի լույս:
Անվտանգ եւ խաղաղ օր ենք մաղթում բոլորին։ https://t.co/3Qs89veRbE"
positive,Նվարդ Քոչարյան. եթե քաղցկեղը վաղ է հայտնաբերվում բուժման արդյունավետւոթյունը շատ բարձր է լինում: (տեսանյութ) |... https://t.co/Tby1ApFEOP
negative,"ժողովուրդ սթափվեք
ինչ եք անում
պառակտում եք
նորից դրանք հետ կգան հազիվ մաքրվել են"
negative,Մահվան ելքով վրաերթ Երևանում. անհայտ մակնիշի ավտոմեքենան վրաերթի է ենթարկել հետիոտնին և փախել (տեսանյութ) | Գ.... https://t.co/YGQMvA4YVj
positive,Ժպտադեմ բարի լույս :) https://t.co/IwZoCkz8hM
positive,"Կմեկնարկեն բակերի և զբոսայգիների բարեկարգման, ինչպես նաև նկարազարդ կամարանցումների թարմացման աշխատանքները… https://t.co/SDWY06PC03"
positive,Գեղեցիկ ու համեղ նախաճաշ՝ նրբերշիկով https://t.co/pL5oRZr5Bb
negative,Ժոզե Մոուրինյո. Պոգբան վերջին հանդիպումներում վատ էր խաղում https://t.co/l17tLohyNQ
positive,Հայազգի գեղասահորդուհու ռեկորդային ելույթը օլիմպիական խաղերում (տեսանյութ) https://t.co/Uiq5VptrYX via @ArmTimes
positive,Զլատանը շարունակում է մեծարվել https://t.co/BjRUKls0i4
negative,"Անկապ երգ ա, բայց հա երգում եմ՝ Յա նեզավիսիմա, յա նեզավիսիմա, հեշթեգ նեզավիսիմա 😂 https://t.co/dQmgxe30au"
positive,"Մորատա. Շատ երջանիկ եմ Չելսիում, բայց Ռեալը մնում է Ռեալ https://t.co/KZ1tF6nWfZ"
positive,Իրական գեղեցկությունը մարդու սրտի մաքրության մեջ է:
negative,Բոլորի դեմ պետք է քրեական գործ հարուցել
positive,"Համեստ, տաղանդավոր մարդ ջան 👍"
positive,"Շատ հրաշալի եք ստեղծագործում, ես պարզապես հիացած եմ : Մի պահ պատկերացրի, որ մոտ 50-60 տարի հետո մեծ հեղինակների հետ մեկտեղ դպրոցներում ձեր գրքերն են ուսումնասիրելու և ընթերցելու))"
positive,Twitter | Նավաս. «Հիանալի հաղթանակ» :: https://t.co/3PN46pIGkg https://t.co/uAqeqtQHGl
positive,«Ես կցանկանայի շարունակել երգել և ծերանալ` ինչպես Ազնավուրը». Սթինգ https://t.co/KZpNGLl9Jt https://t.co/32CCW4Mtrq
positive,Ստուգումները վկայում են՝ Արցախի ՊԲ-ն ունակ է արդյունավետ հակազդել հակառակորդի հավանական գործողություններին https://t.co/whpzNAcWrt
negative,"Տականքնեեեեր,😡😬մարդու լաց է գալիս, տեսնելով ինչի էն վերածվել անտառներն ու քաղաքի կանաչ տարածքները😣😥"
negative,չգիտեմ ինչա կատարվում երեկ ու էսօր ահավոր վատ եմ զգում
negative,"Դալմայի այգիները վերացրին, համալիրի հարակից տարածքի անտառները չջրվելու պատճառով չորանում են, կենտրոնի բոլոր կանաչ տարածքները դարձրին շենքեր, մոնումենտի այգիները սարքին հյուրանոց, մի զգալի մասն էլ դղյակներ: Ամեն տարվա հոկտեմբերին էլ մի գյուռ փող են մսխում ու մեզ համոզում, որ իրենք սիրում են Երևանը: Քաղաքապետին ու իրա սաստավին անհապաղ փոխելա պետք: Չեմ հասկանում, սրանք ուզում են գնանք դեմ առ դեմ մերժենք իրանց??? Ե հա կգնանք ..."
positive,"Հաղթող վարչապետ, հաղթող ժողովուրդ !!!"
positive,Գոլառատ և հրաշալի խաղեր 🔥🔥 https://t.co/Ox1ppQsfAQ
positive,@khamazaspyan բայց սիրուն անուն ա շատ)
negative,25 տարվա քանդածը ուզում եք 10 օրում կառուցի էտ մարդը ժողովուրդ? Անհարմարա ուղակի...
positive,"«Պինդ եղեք, ամուր կացեք, մենք ձեզ հետ ենք»:
ԵԽ պատգամավոր Ֆրանկ Էնգել https://t.co/4n2UF6ezlb"
negative,"RT @80narine: Միգուցե ,և շատ գրավիչ գեղեցիկ է,բայց միևնույն է չեմ կարողանում սիրել մոսկովյան ձմեռն ու սառնամանիքը 😬 https://t.co/06EG2K3yg6"
positive,"Ինձ թվում է, որ բոլոր տողերն էլ հարազատ կլինեն, յուրաքանչյուրս կգտնենք մեզ. ......Ընթերցողը միայն կողջունի 👍👍👍👍👍👍"
positive,Բոլոր առիթների համար շատ գեղեցիկ և անչաաա՜փ համեղ տորթեր 🍰 կարող եք պատվիրել Ամելիից https://t.co/nN9tR8ixVv-ի միջո… https://t.co/wl1ZiWf3vh
negative,"Գիտես ինչ Կարինա ջան, արդեն զզվեցի, մի ասա, ես էլ կգնամ 
Բլաբլաբլաբլաբլաբլաբլաբլա
Գիտես Կարինա ջան, ես դալբայոբ եմ,… https://t.co/LxTtFLu0IC"
negative,"Իրանում ավտոբուսի վթարի հետևանքով 9 մարդ է զոհվել
https://t.co/8ALThgZQTP https://t.co/9aocdRUbrH"
positive,Մեկը մյուսից գեղեցիկ գոլեր👇👇 https://t.co/ipU4mwM3BV
positive,Հրաշք աշխատանք կեցցեք😊
negative,"Ես տեղ հասա, իսկ նա՝ ոչ. մոր զոհվելու մասին լուրը հայ տղան իմացել է նորություններից https://t.co/klFivuaCs0"
positive,"Նա լավ է հասկանում ֆուտբոլը, հիանալի տեսնում է ամեն ինչ, ֆանտաստիկ տեխնիկա ունի ու լավագույն խաղացողն է իր դիրքում https://t.co/Nk7LEonTtE"
positive,Մարիանո. «Նեյմարը հիանալի կհարմարվեր «Ռեալում» :: https://t.co/3PN46pIGkg https://t.co/wICAwZcKVL
negative,"Ի՞նչ անենք, որ այս վիճակից դուրս գանք, չհուզվե՞նք. Վ. Բոստանջյան (տեսանյութ): Հայաստանում գնաճը 40 եւ ավելի տոկոս է… https://t.co/UYBbGVk0TL"
negative,լավ չի էլի... https://t.co/AXloOExL2o
positive,"միշտ հիացած եմ եղել ազգովս հիմա առվել  եվս կլինեմ, ապրի մտածողը Բրավո, խոնարհվում եմ"
positive,"Բարի լույս:
Անվտանգ եւ խաղաղ օր ենք մաղթում բոլորին։ https://t.co/PkEC8F3zBh"
positive,"Շնորհավորում եմ Edgar Harutyunyan ...Հուսով եմ,որ մեր գրադարանը կունենա Ձեր գրքերից...մեր բոլոր երիտասարդ ընթերցողները (իսկ նրանք շա~տ են) վերջապես դրական պատասխան կստանան ...և հնարավորություն կունենան կարդալու Ձեր երկու գրքերն էլ...Եվս մեկ անգամ շնորհավորում եմ և Ձեզ մաղթում նոր ձեռքբերումներ `Ձեր ստեղծագործական կյանքում..."
negative,"անկապ  բաներ  ասելու  ու  գրելու  փոխարեն, եկեք  պահանջենք  իշխանություններից  թող  պարզաբանում  տան, որ  բոլորի  համար  հասկանալի  լինի, թե  չե  էս  ինչի է  նման՞՞՞՞՞"
positive,Միասին զվարճալի է:
positive,"Հրաշալի է, խոսք չկա։"
positive,"Ի սրտե շնորհավորում եմ առաջինը Ձեզ, իսկ հետո ընթերցողներին և ինձ ..վստահ եմ հիանալի տողեր են լինելու, որ դառանլու  են ինձ հարազատ իմ սրտից եկած 👌👍👍"
negative,Մարդիք իրար դեմ են դուրս եկել ժողովուրդ արդեն սադրիչները լցվել են.
positive,"Իսկ ուժեղ լինելու համար հարկավոր է լավագույնը լինել...

Պ. Կոելյո «Տասնմեկ րոպե» https://t.co/qdkXZSntu3"
positive,Գեղեցիկ շնորհավորանք😍👌👌 https://t.co/JDCk0zdKj9
positive,"Վաաայ ապրես դու,ինչ լավ նորություն!"
negative,"ՎԵՌՉԻՆ ԵՐԿՈՒՍԻՆ ՉԸԳԻՏԵՄ,ԲԱՅՑ ԱՌԱՉԻՆԸ ՏԱԿԱԱԱԱԱԱԱԱՔ ԵՐ,ԳՆԱՑԵՔ ԻՐԱՆՑ ԳՅՈՒՂ ՈՒ ՀԱՌՑՐԵՔ"
positive,"Ամուսինս ինձ ամեն օր սեր է խոստովանում. Թեւան Պողոսյանի կինը գիտի` ինչպես ստեղծել ամուր, ներդաշնակ ընտանիք (Photo) https://t.co/7TqgRB9mFN"
negative,"Թափառող կենդանիների խնդիրը դարձել է պետբյուջեից փող լվանալու հիանալի միջոց, բայց հարցը չի կարգավորվում. «Դինգո թիմ»… https://t.co/SpTibRZF4T"
positive,Հայենպաստ գործ էս անում  տղես
positive,«Ատլետիկոյի» գոլը շատ գեղեցիկ ստացվեց 🔥🔥 https://t.co/1BLZv8Gjag
negative,"ժողովուրդ մոտակա ժամանակները կենդանաբանական մի այցելեք, ասում են ուժեղ տուբերկուլյոզի համաճարագ ա կենդանիների մոտ"
positive,"Էլ ինչի՞ նման կլինի մարդը, եթե նրանից վերցնես այն ամենը, ինչ որ բարի է և գեղեցիկ: Չէ՞ որ բարին և գեղեցիկը երևակայու… https://t.co/yZHEt8vw2O"
positive,Արդյունավետ միջոց՝ մազերի աճն ապահովելու համար https://t.co/etVEVcafdD
negative,"Հարգելի ընթերցողներ

https://t.co/jyupwegNbY կայքը տեխնիկական պատճառներով հասանելի չէ։ Հայցում ենք ձեր ներողամտությունը։"
positive,Ահավոր ճաշակով երգ :) :) https://t.co/d734IxXfqe
positive,Արսենալի գլխավոր մարզիչ. Մխիթարյանը շատ լավ խաղ անցկացրեց https://t.co/aIAuXeqjaJ
positive,"Ամեն ինչ հեռավորության վրա նենց հաճելի ա. ոչ մեկը չգիտի մյուսին, միայն հաճելի ու խորհրդավոր պատկերացումներ են
Սենց լավ ա"
negative,ամոթա    էլի     մի     քաղաքում   էք   ապրելու    տարոնին   գովալը     թրքությունա
negative,Շատ վատ բովանդակությամբ նամակ է ստացել. 23-ամյա հայուհին կմասնակցի Հնդկաստանում անցկացվող գեղեցկության մրցույթին https://t.co/OQ6gqVmkYU
positive,"Կլինեմ ավելի ուժեղ. Օզբիլիս
https://t.co/NRHykZRLV2 https://t.co/AqA6KmuFuN"
positive,"Մխիթարյան. «Երջանիկ եմ, որ Օբամեյանգը «Արսենալում» է» https://t.co/HlVb00smkM"
positive,🚦🚲 Անվտանգ վարելու առաջին նախապայմանը սաղավարտ կրելն է։ #bontrager սաղավարտները առանձնանում են որակով և հարմարավետո… https://t.co/6xxBSCgNpA
positive,Իսպանիայի ընտրանու երկրորդ խաղաշապիկը բավականին գեղեցիկ տեսք ունի. https://t.co/lbFymM1Nrg
positive,Նեյմարի գեղեցիկ գոլը կարելի է դիտել անդադար⚽ https://t.co/il6iX95TqM
negative,"Պետք է հանցագործների պատկերներն նույնպես լինի այդտեղ, որ սերունդները չմոռանան…"
positive,Իսլանդիայի գեղեցիկ բնությունը 🏔 https://t.co/Vq4E11wXkq
positive,Շատ լավ է...
positive,Վարդան Արամյան. Ունենք սպասվածից բարձր տնտեսական աճ https://t.co/NICrGjl1AR
negative,Լրագրող ջան կլինի էս դեբիլներին  ցույց չտաք
negative,Դաժան ու ողբերգական դեպք Երևանում. 26-ամյա տղան Մալականի այգում կախվել է (տեսանյութ) | Գ. Շամշյան... https://t.co/YIQpU7HnKG
negative,"լավ, ստիպված պետքա մեռնեմ 
who cares"
positive,"Ավագանու արդյունավետ աշխատանքի շնորհիվ, այսուհետև բոլոր վայրի ցեղերի հետ շատ սերտ համագործակցություն՝ https://t.co/NliGI03RBp"
negative,Ինչ կարեվոր մարդ է թող վերանան դրանք
negative,"Ախր  ինչ բարեկարգելու մասին է խոսքը  երբ բոլորովին դրա կարիքը չկար"" ամբողջ կանաչապատ,100թէ150ցածր, իրար կողք-կողքի շարված շատրվաններով գեղեցիկ այգի էր :ինչու  քադեցին? Ինչ-որ մի կառույց կսարքեն կողքին էլ մի քանի շատրվան ու կասեն բարեկարգեցինք !!!"
positive,Քեյնի գեղեցիկ գոլը հաղթանակ բերեց «Տոտենհեմին» «Արսենալի» նկատմամբ https://t.co/gwzdOtObWU
positive,"Ես կարդացել եմ< Նվիրելու արվեստը ձոն վարդին>, ես ուղղակի շատ հիցած եմ և շնորհակալ եմ , որ այս ժամանակաշրջանում հանդիպ եմ, այսպիսի իմաստալի ստեղծագործության և անհամբեր ուզում եմ գնել և ընթերցել<Չգտնված երիցուկները>"
positive,"10-ամյա Սոֆի Մանասյանը գերել է Հոլիվուդը (տեսանյութ): Սոֆին սիրում է օճառային պղպջակներ, պաղպաղակ և ցայտաղբյուրներ,… https://t.co/EYvljXHC4d"
negative,Խոշոր վթար Իսակովի պողոտայում. կան վիրավորներ (ֆոտո) https://t.co/M72mQMwujl
negative,"Էդքան եռանդ ունեք, հավաքվեք՝ աթոռներին սոսնձված դատախազի ու դրա նմանների հրաժարականը պահանջեք, հետո ձեր դարդերը կպատմեք😡😡"
