Label,Text
sadness,"Ոստիկանության N զորամասի մոտ 19-ամյա վարորդը BMW-ով բախվել է բետոնե պատին, այնուհետև էլեկտրասյանը. կան վիրավորներ -… https://t.co/XO00bnIxah"
sadness,Նիգերիայում տեղի ունեցած ահաբեկչության հետևանքով առնվազն 20 մարդ է մահացել https://t.co/NL2KCAeAfZ
sadness,ԱՄՆ-ի կիբեր հարձակումների պատճառած վնասը 109 միլիարդ դոլար է հայտարարվել https://t.co/BlUdSvt9b8
joy,Տոնական քայլերթ՝ նվիրված Բուն Բարեկենդանի տոնին | Մամուլի խոսնակ`  Երևանի քաղաքապետարան/Yerevan... https://t.co/JoZ1hhaKbP
joy,"Թարմ շունչ Ձեր ննջարանում !!!! 🙂🏠💌🌱🦋
Որակյալ և գունեղ անկողնային հավաքածուներ: 👍
ԱՌԱՔՈՒՄԸ՝ ԱՆՎՃԱՐ 😉📢📣🔔 Մանրամասները… https://t.co/jKeGmEgE5x"
joy,5 գեղեցիկ գոլ https://t.co/J9nUMu5oCa
anger,Ծախվածներ չնչիններ էտ օրենքը քո գլխին է շուռ գալու
joy,Զվարճալի և հազվադեպ պատահող 😂😂 https://t.co/F5VlSYfT1t
joy,"ՖՈՏՈ. Ես հաճույքով եմ հիշում տասը տարի առաջ կատարած այցս. Սերժ Սարգսյանը Ռումեն Ռադևին 

https://t.co/fQbQbvRwux https://t.co/ONclW8IEkQ"
joy,"@RwanMussiry Ես սիրում եմ քեզ, մաղթում եմ ձեզ երջանիկ օր ♥️"
anger,Մեղք են երեխաները հիմիկվանից փչացնում եք…
joy,"Բռավոոոո, շատ ճիշտ քայլ է, թող արգելվի հնդկական ու բռազիլական(և առհասարակ) սերիալները, դրանք միայն բթացնուն են մարդուն"
joy,Հրաշալի նախագիծ է։Ներողություն պետք է խնդրել Վարդանյան ընտանիքից կատարվածի համար։
surprise,օ՛ հրաշք աշխատանքներ են
joy,"Չէ, ես շատ եմ սիրում իմ կյանքը.
Ունեմ լիարժեք ու հոգատար ընտանիք, թույն ընկերներ, ինձ շրջապատող սիրող շատ մարդիկ
Հն… https://t.co/5nREmvKGcE"
joy,"Հրաշալի երգ, հիանալի կատարում. բրավո՜ և՛ հեղինակին, և՛ կատարողին: https://t.co/nh6C1NhSFB"
joy,"Արդյունավետ աշխատելու համար ճիշտ և լիարժեք հանգիստը ոչ թե կարևոր է, այլ պարտադիր❣️
#Կոմիտաս20
,#ՍայաթՆովա12, 
(+374… https://t.co/fLdRDltfWp"
joy,Մատնահարդարման գեղեցիկ տարբերակներ՝ Սուրբ Վալենտինի տոնի համար https://t.co/XGEAea1wGQ
sadness,"Վրաերթի են ենթարկվել 21-ամյա, 71-ամյա և 31-ամյա քաղաքացիներ - Լուրեր Հայաստանից https://t.co/r270VH5593"
sadness,Աշտարակում բախվել են Lexus-ն ու ВАЗ 21013-ը. կան վիրավորներ. ՖՈՏՈՌԵՊՈՐՏԱԺ https://t.co/uEVcTHeoIy
joy,6 մթերք՝ առողջ ու գեղեցիկ մաշկ ունենալու համար https://t.co/2NBl0DIEEO
joy,"«Նրանց արձագանքը ցույց տվեց, որ թիմն ու երկրպագուները միասնական են, դա շատ լավ է»,- ասել է «Լեսթերի» գլխավոր... https://t.co/3IDIlkFYBs"
fear,"@theimposter_ Որ ասեցիր սկսեցի ավելի շատ կասկածել, որ կարողա վատ բաներ լինեն((("
joy,"երջանիկ ծննդյան ինձ համար,😘😘"
joy,Վանաձորի քաղաքապետարանը հավանություն է տվել «Լուսավոր Հայաստան»-ի առաջարկին https://t.co/Qj8V2XFhEE https://t.co/ZcsiqEHl3V
joy,Ես անպայման կգտնեմ ինձ հոգեհարազատ մի բան...
joy,"Շնորհակալություն,   ցանկալի նորություն"
joy,Շատ գեղեցիկ էր! https://t.co/HnanXKdtDB
sadness,"Ահավոր տեսարան է,բայց էս պատկերը միայն Երևանում չէ...մեր մոտ էլ են ամբողջ քաղաքի ծառերն արմատից հանել...եղևնիներ են տնկել...որոնք երևի մի 20 տարի հետո  բարձր ծառեր կդառնան....ու դա արվել է Հայաստանի ամենաաղտոտված քաղաքում....տխուր է(((("
joy,Փետրվարի 13-ին սիրով հրավիրում ենք մասնակցել մեր անգլախոսների ակումբի հանդիպմանը :) https://t.co/G0bSkOBCHZ
joy,"Շատ գեղեցիկ է նշված. Տարածքում  չի լինելու ոչ մի գովազդային վահանակ։ Այդ առումով "" ԿԱՐԱՊԻ ԼՃԻ"" տարածքում ( պատահաբար)հայտնված գովազդային էլենենտները փչացրել և խախտել են ճարտարապետական էլեմենտների հարմոնիան։"
joy,«Ապրում եմ իմ երազած կյանքով». Արաքսյա Մելիքյան https://t.co/dD29NxLsH6 https://t.co/PFRcE2woeV
anger,"Ֆրակտալությունը բնության մեջ գեղեցիկ է, մարդկանց մեջ՝ անտանելի. . .
Աշխարհագրագետ-սոցիոլոգի խոհերից"
anger,"Ամեն ինչ չափի մեջ է գեղեցիկ. . .
Իսկ ո՞րն է չափը, ո՞վ է սահմանել,
Ո՞վ է այդ չափը չափել ու կտրել. . .
Ամեն ին չափի... https://t.co/e6Wc2ZuYpl"
joy,"Զվարճալի մուլտֆիլմ, թե ինչպես ստացվեց, որ քամելեոնը սկսեց փոխել գույները․․․ 🙂🦎 https://t.co/2zbkhhGAGZ"
fear,"Ճապոնիայում ձյան ռեկորդային տեղումների պատճառով զոհեր են գրանցվել
https://t.co/u6yvDZJWoI https://t.co/fGJimZipui"
joy,Սիրո տոնը սիրելի վայրում 😍 https://t.co/0LAJi1157g
joy,Բացառիկ երգ և տեսահոլովակ... լրիվ ապրեցի... https://t.co/uE1TSzAUq2
joy,"Ազգային պարե՜ր😍😍 ԵՊՀ-ականներ, միացեք ձեզ ընձեռված հրաշալի հնարավորությունից!!!! https://t.co/RTyipASf5g"
fear,Էս տարվա ծիրանից մեղ մասած՝ վատ հոտ է գալու
surprise,Նման կնոջից ամուսինը երբեք չի հեռանա.այսպիսի կանայք ամուր ընտանիք են ունենում https://t.co/0aKwmtcDuC
joy,"«Արդեն ցույց ենք տվել, որ Չեմպիոնների լիգայում մենք միասնական, ուժեղ և փորձառու թիմ ենք․․․» https://t.co/eoYKAj6hlk"
joy,"Ամենասիրածս կինոն էի ավելացնում ֆիլմերի բազա։ Բանալի բառերից հասկացա, թե ինչքան հրաշալի #ֆիլմ ա, ով ինչ ուզում ա աս… https://t.co/ogrUO7kJWD"
joy,Կիրթ երիտասարդներ ունենալը դա արդեն հաղթանակ է։Շատ գովելի է։
joy,@khamazaspyan ինքն էլ ա լավը շաատ)
anger,"Ախր ինչի էիք փակել մեծ մարդիկ եք չեք հասկանում, թու նեռվերիս վրա են ազդում, ես ավելի լավա չնայեմ էս հաղորդումը(((("
anger,Արտոնություն ստացող ընկերությունը հարկ չի վճարել. նրա թիկունքում պաշտոնյաներ են. «Ժողովուրդ» https://t.co/6f3Gr5mBQX
anger,"Այ մարդ... մեղ պետք չի տարածաշրջանում նմանը չունեցող խալի և շատրվաններ, էլի ընկան ծայրահեղությունների մեջ, կլնի մի քիչ համեստ, առանց ճոռոմ բաների պրոեկտներ անեք ???"
anger,սադրիչներ հեռացեք
joy,"Այս գեղեցիկ տունն արդեն 90 տարեկան է և նրա յուրահատկությունն այն է, որ պատրաստված է թերթից https://t.co/oupgY8SAgl"
anger,"Քանի դեռ էս ազգը չի սիրում մտածել ու կուրորեն հավատալով ""հալած յուղի տեղ ա ընդունում"" ցանկացած բան, ինչ իրենց սովորեցնում են իրենց ծնողները, ում էլ սովորեցրել են իրենց ծնողները ու էսպես շարունակ, էս երկրի վիճակը սենց էլ շարունակվելու ա մնալ։ Մինչև դպրոցից հեպ խայտառակ առարկան չհանվի, ու ծնողները չհասկանան, որ չի կարելի իրենց երեխաներին զոռով ստիպել աստվածաշունչ կարդալ, զոռով տանել եկեղեցի ու ստիպել աղոթել, ու զոռով կնքել, ազգը մնալու ա հորինվածքի առաջ ծնկի իջած։"
joy,Ողջեւնում ենք այս քայլը և սպասում
joy,Փրկարարներն այսուհետ ավելի արագ ու արդյունավետ են աշխատելու: https://t.co/ue9oID3zJx
joy,"""Մոհամեդ Սալահ․ «Ես երջանիկ եմ «Լիվերպուլում»»"" https://t.co/IxUSzT9nRN"
joy,"#MondayMotivation
Աշխատանքային շաբաթը սկսեք վառ գույներով:"
sadness,Կիեւի ռեստորաններից մեկում ձերբակալում են Միխայիլ Սաակաշվիլիին https://t.co/Bno8HTKQdG
surprise,"Գնեք և կարդացեք, չեք փոշմանի, էն որ մի շնչով մեկ, մեկ ու կես ժամում կարդացի)))"
joy,«Ռոմայի» վստահ հաղթանակը #SerieA https://t.co/bVpa4wRQGA
sadness,Մահվան ելքով վրաերթ Ռոստովյան փողոցում. վարորդը ձերբակալվել է https://t.co/vuGOIQSy3g
anger,Անհապաղ պետք է դրանց բոլորին կռւլակաթափ անել երկիրը թալանել են դրա համար էլ ժողովռւրդը էս վիճակռւմ է գտնվռւմ։
joy,Հետաքրքիր ֆիլմ է սպասվում https://t.co/huB8PwWfh2
joy,Արժանի է:
joy,Լատվիացի ճանապարհորդը շատ գեղեցիկ վավերագրական տեսաֆիլմ է նկարել Արցախի մասին (Video) https://t.co/QR4DceCuui
joy,"Գիտեմ ու վստահ եմ,
վաղը պիտի փորձեմ
ուժեղ լինել Քեզանով,
հոգիս պիտի մխիթարվի Քեզանով,
և շունչս
պիտի իմաստավորվի Քեզանով։"
surprise,"ԳԻՐՔԸ ուղղակի հրաշք էր , 1 ժամ առաջ ավարտեցի ընթերցումս, շնորհավորում եմ և շնորհակալ եմ :)"
joy,«Արմենին ճանաչում եմ երկար տարիներ. ծանոթ եմ նրա շատ  հատկանիշներին. նա ուժեղ առաջնորդ է». Արա Դարզի (տեսանյութ):… https://t.co/8umwaXrcgD
joy,Գեղեցիկ  կարճամետրաժ վիդեոհոլովակ!!!😊 https://t.co/UmSC4keuTt
joy,Պելագեյայի հիանալի կատարումը - https://t.co/Y3sUiCPzqB https://t.co/PysoaT6GXJ
joy,"Վստահ ենք  , որ արժանապատիվ կներկայացնեք ՀԱՅ ԺՈՂՈՎՐԴԻՆ, ում    մերօրյա  ՀԵՐՈՍՆ ԵՔ ԴՈՒՔ...հպարտ, անշփոթ  և , ի լուր ԱՇԽԱՐԻ, կհնչեցնեք ՄԵՐ ԱՆԿՐԿՆԵԼԻ, ՈՍԿԵՂԵՆԻԿ  ՀԱՅԵՐԵՆԸ..."
surprise,"Թիմաթին խայտառակել է պատգամավորին, որը ծեծել է #DJSmash-ին (ֆոտո/վիդեո) https://t.co/9smS2ux23g"
sadness,Կար հեռուստաթատրոն.որ սիրով նսյում էինք.դեմ չենք նորամուծությանը.բայց մեր երեխաները թող ճանաչեն մեր սիրելիՓափազյանին.Ավետ Ավետիսյանին.ՀՐԱՉՅԱ ՆԵՐՍԻՍՅՍՆԻՆ.ԲՈԼՈՐԻՆ ՉԵՄ ԿԱՐՈՂ .ՄԻ ԽՈՍՔՈՎ ՄԵՐ ՀՐԱՇՔ ԱՆԶՈՒԳԱԿԱՆ ԴԵՐԱՍԱՆՆԵՐԻՆ
joy,Շնորհավորում եմ!!!! Ես միշտ հիանում եմ Ձեր աշխատանքներով: Թող Աստված Ձեզ ուժ ու մտքի թռիչք տա։
joy,Հրաշք է ապրես
joy,Հրաշք եք
sadness,Տխուր վիճակ 😕
joy,RT @emptyfear: Կարելի ա ուղղակի հիմա ոչինչ չանել ու երջանիկ լինել։
fear,"Ամերիկայի Ֆլորիդա նհանգի բնակիչը հայտնել է, որ իր Apple AirPods  ականջակալներից մեկը պայթել է https://t.co/r58hpnvHHm"
anger,"ՊԵԿ-ը շատ հարկեր է հավաքել, սակայ վճարած հարկերի ուսումնասիրությունը լավ բանի մասին չի խոսում. «Հայկական ժամանակ» https://t.co/j5kDMZPqim"
joy,"Արդյունավետ ռազմավարություն նրանց համար, ովքեր ցանկանում են դառնալ հաջողակ պրոֆեսիոնալներ https://t.co/nbg6evuHJI"
joy,Արմեն Սարգսյանն ուժեղ առաջնորդ է. Լորդ Արա Դարզին ողջունում է նրա թեկնածությունը ՀՀ նախագահի պաշտոնի համար https://t.co/GYMKkHf4Fo
joy,Վայ ապրեք դուք։
anger,"կաշառակեր դպրոցի տնօրեններն են, կաշառքի համը էս աղբի մեջ վխտող ոջիլների երախում է, չեն ուզում հրաժարվել"
joy,Շատ լավա
joy,1999 թվականին Հովհաննիսյանը` Ալբերտ Սարգսյանի փոխանցումից հետո գեղեցիկ հարվածով գրավել է Մոսկվայի «Տորպեդոյի»... https://t.co/DzMdIjSRhO
joy,"[ՎԻԴԵՈ]
Պատանի և տաղանդավոր Րաֆֆի Անտոնյանը փայլուն ելույթ է ունեցել ֆրանսիական «Ձայնը» շոուում https://t.co/GYIUfvqXrj"
joy,Բերնարդեսկիի գոլը տուգանայինից շատ գեղեցիկ էր... 🙂🙂 https://t.co/bcy5wbLkku
joy,"Մեր զարմանահրաշ և բազմակողմ աշխարհում գոյություն ունեն բազմաթիվ ավանդույթներ: Ավանդույթը, որի մասին հիմա... https://t.co/1T5LQS3DsK"
joy,"Որակյալ մարզաքարեր՝ ամենօրյա մարզումների համար: 
Երբ առողջությունն առաջին տեղում է:
https://t.co/9CVFSEOn5E
#sport… https://t.co/0RMEerLC9x"
joy,"ՖՈՏՈ. Այս տղան զվարճալի կերպով շարունակում է նմանակել աստղերին 

https://t.co/qT6veUHj1J https://t.co/BvCXMX0V3I"
joy,"Կեցցեք, Հայկ ջան, հերոսական գործ եք անում։
Իմացեք որ եթե դրամահավաք կազմակերպեք, շատ միացողներ կլինեն։"
sadness,Ինձ շատ հետաքրքիր է թե ինչի է հեղինակը էսպիսի վերջաբան ընտրել.տխուր է բավականին .հուզիչ.իսկական սիրո նկարագրություն.....
joy,ազգս փրկողը աստվածային ուշադրության է արժանի
joy,"Հիանալի երգ, գեղեցիկ կատարում... https://t.co/ObJNNSwpHm"
joy,Հրաշալի նորություն 😍😍😮 https://t.co/YfBPRkUPbm
joy,"💑😉Անցկացրեք #սիրահարների #տոնը մեր հետ միասին 🇦🇲🇧🇷#Պիոներ #Բրազիլական #ռեստորանում🇧🇷🇦🇲, վայելելով որակյալ կենդանի ե… https://t.co/V5IMh7CQfx"
joy,Իմ կրոնն իմ ազգն է
sadness,"Վրաերթ Երևան-Երասխ ճանապարհին. 71-ամյա տղամարդը մահացել է
 
https://t.co/v9u7hBHb33"
joy,Հոլանդացի մաթեմատիկայի ուսուցիչն իր գրավիչ արտաքինի շնորհիվ սեր է արթնացնում այդ առարկայի նկատմամբ (լուսանկարներ) https://t.co/4hnXzToKYI
sadness,"Այն, ինչ տեղի ունեցավ երեկ շատ տհաճ էր, բայց որ էս մարդկանց բազմամյա խնդիրն ի վերջո բարձրաձայնվեց, լավ է: https://t.co/dBBQTjTHAl"
joy,ես իրականում շատ ավելի բարի եմ
joy,«Ռիվեր Փլեյթի» ֆուտբոլիստը Մեսսիի ոճով գեղեցիկ գոլ է խփել (տեսանյութ) https://t.co/IYm37zZ8EO
fear,@artush_judo @SanMi451 Հոկտեմբերյանը ահավոր վատ տեղ ա
joy,"Բարի լույս:
Անվտանգ եւ խաղաղ օր ենք մաղթում բոլորին։ https://t.co/3Qs89veRbE"
joy,Նվարդ Քոչարյան. եթե քաղցկեղը վաղ է հայտնաբերվում բուժման արդյունավետւոթյունը շատ բարձր է լինում: (տեսանյութ) |... https://t.co/Tby1ApFEOP
anger,"ժողովուրդ սթափվեք
ինչ եք անում
պառակտում եք
նորից դրանք հետ կգան հազիվ մաքրվել են"
sadness,Մահվան ելքով վրաերթ Երևանում. անհայտ մակնիշի ավտոմեքենան վրաերթի է ենթարկել հետիոտնին և փախել (տեսանյութ) | Գ.... https://t.co/YGQMvA4YVj
joy,Ժպտադեմ բարի լույս :) https://t.co/IwZoCkz8hM
joy,"Կմեկնարկեն բակերի և զբոսայգիների բարեկարգման, ինչպես նաև նկարազարդ կամարանցումների թարմացման աշխատանքները… https://t.co/SDWY06PC03"
joy,Գեղեցիկ ու համեղ նախաճաշ՝ նրբերշիկով https://t.co/pL5oRZr5Bb
anger,Ժոզե Մոուրինյո. Պոգբան վերջին հանդիպումներում վատ էր խաղում https://t.co/l17tLohyNQ
joy,Հայազգի գեղասահորդուհու ռեկորդային ելույթը օլիմպիական խաղերում (տեսանյութ) https://t.co/Uiq5VptrYX via @ArmTimes
joy,Զլատանը շարունակում է մեծարվել https://t.co/BjRUKls0i4
surprise,"Անկապ երգ ա, բայց հա երգում եմ՝ Յա նեզավիսիմա, յա նեզավիսիմա, հեշթեգ նեզավիսիմա 😂 https://t.co/dQmgxe30au"
joy,"Մորատա. Շատ երջանիկ եմ Չելսիում, բայց Ռեալը մնում է Ռեալ https://t.co/KZ1tF6nWfZ"
joy,Իրական գեղեցկությունը մարդու սրտի մաքրության մեջ է:
anger,Բոլորի դեմ պետք է քրեական գործ հարուցել
joy,"Համեստ, տաղանդավոր մարդ ջան 👍"
joy,"Շատ հրաշալի եք ստեղծագործում, ես պարզապես հիացած եմ : Մի պահ պատկերացրի, որ մոտ 50-60 տարի հետո մեծ հեղինակների հետ մեկտեղ դպրոցներում ձեր գրքերն են ուսումնասիրելու և ընթերցելու))"
joy,Twitter | Նավաս. «Հիանալի հաղթանակ» :: https://t.co/3PN46pIGkg https://t.co/uAqeqtQHGl
joy,«Ես կցանկանայի շարունակել երգել և ծերանալ` ինչպես Ազնավուրը». Սթինգ https://t.co/KZpNGLl9Jt https://t.co/32CCW4Mtrq
joy,Ստուգումները վկայում են՝ Արցախի ՊԲ-ն ունակ է արդյունավետ հակազդել հակառակորդի հավանական գործողություններին https://t.co/whpzNAcWrt
anger,"Տականքնեեեեր,😡😬մարդու լաց է գալիս, տեսնելով ինչի էն վերածվել անտառներն ու քաղաքի կանաչ տարածքները😣😥"
anger,չգիտեմ ինչա կատարվում երեկ ու էսօր ահավոր վատ եմ զգում
anger,"Դալմայի այգիները վերացրին, համալիրի հարակից տարածքի անտառները չջրվելու պատճառով չորանում են, կենտրոնի բոլոր կանաչ տարածքները դարձրին շենքեր, մոնումենտի այգիները սարքին հյուրանոց, մի զգալի մասն էլ դղյակներ: Ամեն տարվա հոկտեմբերին էլ մի գյուռ փող են մսխում ու մեզ համոզում, որ իրենք սիրում են Երևանը: Քաղաքապետին ու իրա սաստավին անհապաղ փոխելա պետք: Չեմ հասկանում, սրանք ուզում են գնանք դեմ առ դեմ մերժենք իրանց??? Ե հա կգնանք ..."
joy,"Հաղթող վարչապետ, հաղթող ժողովուրդ !!!"
joy,Գոլառատ և հրաշալի խաղեր 🔥🔥 https://t.co/Ox1ppQsfAQ
joy,@khamazaspyan բայց սիրուն անուն ա շատ)
anger,25 տարվա քանդածը ուզում եք 10 օրում կառուցի էտ մարդը ժողովուրդ? Անհարմարա ուղակի...
joy,"«Պինդ եղեք, ամուր կացեք, մենք ձեզ հետ ենք»:
ԵԽ պատգամավոր Ֆրանկ Էնգել https://t.co/4n2UF6ezlb"
fear,"RT @80narine: Միգուցե ,և շատ գրավիչ գեղեցիկ է,բայց միևնույն է չեմ կարողանում սիրել մոսկովյան ձմեռն ու սառնամանիքը 😬 https://t.co/06EG2K3yg6"
joy,"Ինձ թվում է, որ բոլոր տողերն էլ հարազատ կլինեն, յուրաքանչյուրս կգտնենք մեզ. ......Ընթերցողը միայն կողջունի 👍👍👍👍👍👍"
joy,Բոլոր առիթների համար շատ գեղեցիկ և անչաաա՜փ համեղ տորթեր 🍰 կարող եք պատվիրել Ամելիից https://t.co/nN9tR8ixVv-ի միջո… https://t.co/wl1ZiWf3vh
anger,"Գիտես ինչ Կարինա ջան, արդեն զզվեցի, մի ասա, ես էլ կգնամ 
Բլաբլաբլաբլաբլաբլաբլաբլա
Գիտես Կարինա ջան, ես դալբայոբ եմ,… https://t.co/LxTtFLu0IC"
sadness,"Իրանում ավտոբուսի վթարի հետևանքով 9 մարդ է զոհվել
https://t.co/8ALThgZQTP https://t.co/9aocdRUbrH"
joy,Մեկը մյուսից գեղեցիկ գոլեր👇👇 https://t.co/ipU4mwM3BV
joy,Հրաշք աշխատանք կեցցեք😊
sadness,"Ես տեղ հասա, իսկ նա՝ ոչ. մոր զոհվելու մասին լուրը հայ տղան իմացել է նորություններից https://t.co/klFivuaCs0"
joy,"Նա լավ է հասկանում ֆուտբոլը, հիանալի տեսնում է ամեն ինչ, ֆանտաստիկ տեխնիկա ունի ու լավագույն խաղացողն է իր դիրքում https://t.co/Nk7LEonTtE"
joy,Մարիանո. «Նեյմարը հիանալի կհարմարվեր «Ռեալում» :: https://t.co/3PN46pIGkg https://t.co/wICAwZcKVL
sadness,"Ի՞նչ անենք, որ այս վիճակից դուրս գանք, չհուզվե՞նք. Վ. Բոստանջյան (տեսանյութ): Հայաստանում գնաճը 40 եւ ավելի տոկոս է… https://t.co/UYBbGVk0TL"
sadness,լավ չի էլի... https://t.co/AXloOExL2o
surprise,"միշտ հիացած եմ եղել ազգովս հիմա առվել  եվս կլինեմ, ապրի մտածողը Բրավո, խոնարհվում եմ"
joy,"Բարի լույս:
Անվտանգ եւ խաղաղ օր ենք մաղթում բոլորին։ https://t.co/PkEC8F3zBh"
joy,"Շնորհավորում եմ Edgar Harutyunyan ...Հուսով եմ,որ մեր գրադարանը կունենա Ձեր գրքերից...մեր բոլոր երիտասարդ ընթերցողները (իսկ նրանք շա~տ են) վերջապես դրական պատասխան կստանան ...և հնարավորություն կունենան կարդալու Ձեր երկու գրքերն էլ...Եվս մեկ անգամ շնորհավորում եմ և Ձեզ մաղթում նոր ձեռքբերումներ `Ձեր ստեղծագործական կյանքում..."
anger,"անկապ  բաներ  ասելու  ու  գրելու  փոխարեն, եկեք  պահանջենք  իշխանություններից  թող  պարզաբանում  տան, որ  բոլորի  համար  հասկանալի  լինի, թե  չե  էս  ինչի է  նման՞՞՞՞՞"
joy,Միասին զվարճալի է:
joy,"Հրաշալի է, խոսք չկա։"
joy,"Ի սրտե շնորհավորում եմ առաջինը Ձեզ, իսկ հետո ընթերցողներին և ինձ ..վստահ եմ հիանալի տողեր են լինելու, որ դառանլու  են ինձ հարազատ իմ սրտից եկած 👌👍👍"
fear,Մարդիք իրար դեմ են դուրս եկել ժողովուրդ արդեն սադրիչները լցվել են.
joy,"Իսկ ուժեղ լինելու համար հարկավոր է լավագույնը լինել...

Պ. Կոելյո «Տասնմեկ րոպե» https://t.co/qdkXZSntu3"
joy,Գեղեցիկ շնորհավորանք😍👌👌 https://t.co/JDCk0zdKj9
joy,"Վաաայ ապրես դու,ինչ լավ նորություն!"
sadness,"ՎԵՌՉԻՆ ԵՐԿՈՒՍԻՆ ՉԸԳԻՏԵՄ,ԲԱՅՑ ԱՌԱՉԻՆԸ ՏԱԿԱԱԱԱԱԱԱԱՔ ԵՐ,ԳՆԱՑԵՔ ԻՐԱՆՑ ԳՅՈՒՂ ՈՒ ՀԱՌՑՐԵՔ"
joy,"Ամուսինս ինձ ամեն օր սեր է խոստովանում. Թեւան Պողոսյանի կինը գիտի` ինչպես ստեղծել ամուր, ներդաշնակ ընտանիք (Photo) https://t.co/7TqgRB9mFN"
anger,"Թափառող կենդանիների խնդիրը դարձել է պետբյուջեից փող լվանալու հիանալի միջոց, բայց հարցը չի կարգավորվում. «Դինգո թիմ»… https://t.co/SpTibRZF4T"
joy,Հայենպաստ գործ էս անում  տղես
joy,«Ատլետիկոյի» գոլը շատ գեղեցիկ ստացվեց 🔥🔥 https://t.co/1BLZv8Gjag
fear,"ժողովուրդ մոտակա ժամանակները կենդանաբանական մի այցելեք, ասում են ուժեղ տուբերկուլյոզի համաճարագ ա կենդանիների մոտ"
joy,"Էլ ինչի՞ նման կլինի մարդը, եթե նրանից վերցնես այն ամենը, ինչ որ բարի է և գեղեցիկ: Չէ՞ որ բարին և գեղեցիկը երևակայու… https://t.co/yZHEt8vw2O"
joy,Արդյունավետ միջոց՝ մազերի աճն ապահովելու համար https://t.co/etVEVcafdD
sadness,"Հարգելի ընթերցողներ

https://t.co/jyupwegNbY կայքը տեխնիկական պատճառներով հասանելի չէ։ Հայցում ենք ձեր ներողամտությունը։"
surprise,Ահավոր ճաշակով երգ :) :) https://t.co/d734IxXfqe
joy,Արսենալի գլխավոր մարզիչ. Մխիթարյանը շատ լավ խաղ անցկացրեց https://t.co/aIAuXeqjaJ
joy,"Ամեն ինչ հեռավորության վրա նենց հաճելի ա. ոչ մեկը չգիտի մյուսին, միայն հաճելի ու խորհրդավոր պատկերացումներ են
Սենց լավ ա"
anger,ամոթա    էլի     մի     քաղաքում   էք   ապրելու    տարոնին   գովալը     թրքությունա
sadness,Շատ վատ բովանդակությամբ նամակ է ստացել. 23-ամյա հայուհին կմասնակցի Հնդկաստանում անցկացվող գեղեցկության մրցույթին https://t.co/OQ6gqVmkYU
joy,"Կլինեմ ավելի ուժեղ. Օզբիլիս
https://t.co/NRHykZRLV2 https://t.co/AqA6KmuFuN"
joy,"Մխիթարյան. «Երջանիկ եմ, որ Օբամեյանգը «Արսենալում» է» https://t.co/HlVb00smkM"
joy,🚦🚲 Անվտանգ վարելու առաջին նախապայմանը սաղավարտ կրելն է։ #bontrager սաղավարտները առանձնանում են որակով և հարմարավետո… https://t.co/6xxBSCgNpA
joy,Իսպանիայի ընտրանու երկրորդ խաղաշապիկը բավականին գեղեցիկ տեսք ունի. https://t.co/lbFymM1Nrg
joy,Նեյմարի գեղեցիկ գոլը կարելի է դիտել անդադար⚽ https://t.co/il6iX95TqM
anger,"Պետք է հանցագործների պատկերներն նույնպես լինի այդտեղ, որ սերունդները չմոռանան…"
joy,Իսլանդիայի գեղեցիկ բնությունը 🏔 https://t.co/Vq4E11wXkq
joy,Շատ լավ է...
joy,Վարդան Արամյան. Ունենք սպասվածից բարձր տնտեսական աճ https://t.co/NICrGjl1AR
anger,Լրագրող ջան կլինի էս դեբիլներին  ցույց չտաք
sadness,Դաժան ու ողբերգական դեպք Երևանում. 26-ամյա տղան Մալականի այգում կախվել է (տեսանյութ) | Գ. Շամշյան... https://t.co/YIQpU7HnKG
anger,"լավ, ստիպված պետքա մեռնեմ 
who cares"
joy,"Ավագանու արդյունավետ աշխատանքի շնորհիվ, այսուհետև բոլոր վայրի ցեղերի հետ շատ սերտ համագործակցություն՝ https://t.co/NliGI03RBp"
anger,Ինչ կարեվոր մարդ է թող վերանան դրանք
anger,"Ախր  ինչ բարեկարգելու մասին է խոսքը  երբ բոլորովին դրա կարիքը չկար"" ամբողջ կանաչապատ,100թէ150ցածր, իրար կողք-կողքի շարված շատրվաններով գեղեցիկ այգի էր :ինչու  քադեցին? Ինչ-որ մի կառույց կսարքեն կողքին էլ մի քանի շատրվան ու կասեն բարեկարգեցինք !!!"
joy,Քեյնի գեղեցիկ գոլը հաղթանակ բերեց «Տոտենհեմին» «Արսենալի» նկատմամբ https://t.co/gwzdOtObWU
joy,"Ես կարդացել եմ< Նվիրելու արվեստը ձոն վարդին>, ես ուղղակի շատ հիցած եմ և շնորհակալ եմ , որ այս ժամանակաշրջանում հանդիպ եմ, այսպիսի իմաստալի ստեղծագործության և անհամբեր ուզում եմ գնել և ընթերցել<Չգտնված երիցուկները>"
joy,"10-ամյա Սոֆի Մանասյանը գերել է Հոլիվուդը (տեսանյութ): Սոֆին սիրում է օճառային պղպջակներ, պաղպաղակ և ցայտաղբյուրներ,… https://t.co/EYvljXHC4d"
sadness,Խոշոր վթար Իսակովի պողոտայում. կան վիրավորներ (ֆոտո) https://t.co/M72mQMwujl
anger,"Էդքան եռանդ ունեք, հավաքվեք՝ աթոռներին սոսնձված դատախազի ու դրա նմանների հրաժարականը պահանջեք, հետո ձեր դարդերը կպատմեք😡😡"
