,Unnamed: 0,ID,Tweet,Emotions
156,246,2018-En-04062,"#PhoenixRally #Deplorables-ը վիրավորում և նսեմացնում է #Ջոն Մաքքեյնին, երբ նա պայքարում է #գլիոբլաստոմա #իմպիչ45-ի բուժման դեմ",anger
157,247,2018-En-03910,"@ShibeXD շնորհավոր ծնունդդ!!! դու իմ սիրելի բովանդակություն ստեղծողներից մեկն ես: Հուսով եմ, որ դուք հիանալի ծննդյան օր ունեք !!!!!!🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉",joy
158,248,2018-En-02969,"Ծնունդդ շնորհավոր Զանելե \nՀուսով եմ, որ դուք հիանալի օր ունեք 💓@xan_radebe \n🎊🎉🎈",joy
159,249,2018-En-00718,"Ամեն օր ես միշտ մի փոքր տխրում եմ, երբ ավարտում եմ ճաշս:",sadness
160,250,2018-En-01997,Շուտով #WetinDeyHappen #Երգիծանք #ծիծաղում #տեղական #Pidgin cc @McTalkinDrum and @Funny_Udeme #stayTuned #premiumTalkStation,joy
161,253,2018-En-04358,"Ոչինչ ավելի #գեղեցիկ չէ, քան #ժպիտը, որը պայքարել է արցունքների միջով:",joy
162,254,2018-En-00169,Անհամբեր չեմ համբերում ընտանեկան նկարներ անելու համար 😩💜💜 շատ ոգևորված եմ իմ փոքրիկների հետ զվարճալի բաներով սկսելու համար 👨‍👩‍👧,joy
163,256,2018-En-00934,Ուրախությամբ լի այս աշխարհում տեսնելու շատ բան կա:,joy
164,259,2018-En-00755,Ինչպե՞ս եք վերաբերվում @Snapchat-ի նոր ֆունկցիային #SnapMap 👎👍❓ #twitterpoll # հարցումներ #քվեարկություն #Հարցում #Snapchat #twitter #tech #technology,joy
165,260,2018-En-02214,"Երբ ես մտածում եմ Yondu & AMP; նրա անձնակազմը, Rocket, & AMP; Գրոտը 700 ցատկում է դեպի Էգո մոլորակ, ես սկսում եմ ծիծաղել։",joy
166,262,2018-En-01246,"@TikiTakaConnor Էդուարդոն առանց վնասվածքի անկեղծորեն զարմանալի էր, ինչպես տխուր, որին ճիշտ լույսի ներքո չեն նայում իր վնասվածքների պատճառով:",sadness
167,264,2018-En-04000,"«Ապրելու և լավատես լինելու իմաստը բավական հիմար լինելն է՝ հավատալու համար, որ լավագույնը դեռ առջևում է» - Պյոտր Ուստինով #լավատեսություն #մեջբերում",joy
168,265,2018-En-03876,"@chasejarvis Անկեղծ ասած, ես դա նորից ու նորից եմ լսում… հիմա մի տեսակ տպվել է իմ մտքում: Շնորհակալություն ❤️✌️ #Ռազմավարություն",joy
169,266,2018-En-03202,@BernadetteAlly սրամիտ ժպիտ:,joy
170,268,2018-En-01321,"@shanedawson @JeffreeStar @JessButtafuoco Ոչ մի վիրավորանք, բայց.. Ջեֆին վարդագույն դևի տեսք ունի😂",joy
171,269,2018-En-02789,@bloggerlinds-ը մաղթում է ձեզ ուրախություն ձեր օրը: #ուրախություն #երջանկություն #empowerri,joy
172,270,2018-En-03033,"#wtf ինչ #հրաշալի գաղափար \դուք բոլորդ էլ գնել եք ձեր թվիթներն ու հավանումները, դա ինձ համար անիմաստ է #bye #bye #Twat",anger
173,272,2018-En-01580,Հանկարծ իմ երազանքներն իրականանում են։ #ուրախ,joy
174,273,2018-En-01940,@lucybeecoconut Դիմահարդարումը մաքրող և միջատների խայթոցից ազատող միջոց:,joy
175,275,2018-En-03180,@GirlPosts @_matdtaylor իրականում որքան եք ջղայնանում 😂,anger
176,276,2018-En-02509,"@DonaldJTrumpJr-ը կարծում է, որ Oliver North-ի պաշտպանությունը մեկուսացնում է @POTUS-ը, բայց այն ամենը, ինչ անում է, այն է, որ @realDonaldTrump-ն անպիտան տեսք ունի: #NYTimes",anger
177,277,2018-En-03087,Մենք իսկապես չենք վախենում ձեզանից: Մենք ձեզ ավելի շուտ #զայրացնում ենք &amp; #զվարճալի. 😎😜🤣😂😂,anger
178,278,2018-En-03149,"Հրաշալի բան է, երբ կարող ես օրը սկսել ծիծաղով։",joy
179,280,2018-En-03238,@hollloman @nessa_babbby @ajvannozzi97 Երկվորյակների կեսը ես դժգոհում եմ դրանից:,anger
180,283,2018-En-02497,"Երազում հիասթափություն տեսա, որն ինձ բոլորովին կատաղեցրեց թագավորին: Գումարած կողմը. այնքան զայրացած չէր քնել, գրեց 1500 բառ: Մինուս կողմը. դեռ մոլեգնում է:",anger
181,284,2018-En-00459,Wtf shawty ass on 😤,anger
182,285,2018-En-02185,"ՀԱՋՈՂՈՒԹՅՈՒՆԸ կապված է ոչ միայն այն բանի հետ, թե ինչ եք անում կյանքում, այլ այն, թե ինչ եք ոգեշնչում ուրիշներին անել: #ոգեշնչում #ներշնչել",joy
183,286,2018-En-04298,"Ես կսկսեմ ամեն ինչ թողնել, քանի դեռ քեզնից այդքան հեռու չեմ",sadness
184,287,2018-En-04274,"@Cmdr_Hadfield CNN-ի Վոլֆ Բլիցերը քեզ անվանում է ամերիկացի տիեզերագնաց, իսկ դու չե՞ս ուղղում նրան։ #հիասթափված",sadness
185,288,2018-En-04028,. @danawhite դու ստահակ ես։ #կատակ #գող #կռվարար #թափառող #կեղտոտ #հարուստբատգարբո,anger
186,290,2018-En-03667,"@_ruthharvey_ շնորհավոր ծնունդդ Ռութ, հուսով եմ, որ դու հիանալի օր կունենաս 💘💘x",joy
187,292,2018-En-02832,"Ես ուրախ եմ, որ իմ երեխաները չեն ծաղրում Բլակ Յանգստայի հետ: Այդ նիգան սարսափելի է մեր համայնքի համար",anger
188,293,2018-En-04014,որոշեցի \nսկսել նոր սկիզբ,joy
189,295,2018-En-01097,@washingtonpost @silvajanes Ինչ սարսափելի է!!!!!!,anger
190,296,2018-En-03432,Ծափահարում և ոգևորում եմ երկու թիմերին…,joy
191,297,2018-En-00881,"Որոշ մարդկանց մտքի գործընթացը կարող է շատ տագնապալի լինել: Այս զզվելի, սովորական կանայք, ովքեր առանց խղճի քնելու են մեկ այլ կնոջ տղամարդու: . .",anger
192,298,2018-En-01375,"@eben4u #մնաց քեզ վրա... ստիպում է քեզ գնահատել պաշտել սերը... Այն ամենը, ինչ ես ուզում եմ անել, դա քեզ երկրպագելն է:",joy
193,299,2018-En-01269,"Ես սիրում եմ տեսնել @yeahlizzy-ին, քանի որ դա ինձ հիշեցնում է, որ ես միակը չեմ, ով դժբախտ է աշխատանքում 😅",joy
194,301,2018-En-01859,@EssexMDO Երկարաժամկետ մեկնարկը կրտսեր երեխաների համար նախատեսված ակումբից է և նպատակ ունի պահել նրանց ներգրավվածությունը դեռահաս դառնալուն պես: #TakeoverChat,joy
195,306,2018-En-04296,Նա այլևս չի վախենում նրանցից 😂,fear
196,307,2018-En-00387,@Amber02150 Բարի լույս: Շնորհավոր ձմեռային օր: :),joy
197,308,2018-En-00959,Ես սիրում եմ մուգ կարկանդակը հյութալի ավարով,joy
198,309,2018-En-00291,Իմ ընկերն իմ ամբողջ աշխարհն է 😭,joy
199,310,2018-En-03073,"@AmyJoSmyth #OOC Բանն այն է, որ նա խելագարի պես ոխ է պահում",anger
200,311,2018-En-00151,Երբ աշխատասեղանիդ բանկաում բավականաչափ @marmite կա 1/4 կտոր տոստի համար 😩😩 #դժբախտ,sadness
201,312,2018-En-00072,Հակասական բույրեր դարչինի սպունգի սառեցման և թամարիլո չատնի պատրաստման տանը: #քաղցր #կծու #տնական #համեղ,joy
202,313,2018-En-02931,"Երբեք չեմ մտածել, որ կասեմ սա, բայց ես իսկապես կարոտում եմ Թոդին 😥",sadness
203,316,2018-En-02678,"Խոսքը միշտ չէ, որ ձեռք է բերում, այլ այն, ինչ արդեն տրվել է: Ստացեք հասանելի ուրախությունը: #հիսուս",joy
204,317,2018-En-03267,"@Cex Ժամանակի վատնում էր սա, մինչ ոչինչ չի արվում: Այլևս չեմ օգտագործի քեզ #սարսափելի",anger
205,319,2018-En-02968,"@KevinHearne Օ՜ Դա իրականում իմ առաջին ենթադրությունն էր, բայց... Ես մտածեցի, որ նա շատ մութ է մ.թ.ա. Շնորհակալություն պարզելու համար :D",joy
206,320,2018-En-03334,"peplamb: stevenfurtick #մխիթարել բոլորին, ովքեր #սգում են, #մխիթարել նրանց, ովքեր #սգում են #Սիոնում, #գեղեցկություն տալ #մոխրի փոխարեն, #Ուրախության #յուղը՝ #Սիոնում:",joy
207,321,2018-En-01641,Ես հիանում եմ,joy
208,322,2018-En-03072,"Չկա ավելի լավ կուսակցություն, քան #Աշխատանքը #ստի, #ահաբեկման, #սպառնալիքների և amp; կասկածելի գործողություններ, սակայն ինչ-որ կերպ նրանք են #զոհերը: Անհավանական է։",anger
209,323,2018-En-03643,@WhiteJennyB @EmreUslu Ջեննի Ուայթը դու այստեղ ամենահիմարն ես... Ի՞նչ ես փորձում: Կորել..,anger
210,324,2018-En-03252,"@AliceT120 @shaney_waney1 @shaney_waney1 սարսափելի, ոչ գենդերային երկուական տղա, սիրահարվեք որոշ միջակ երգիչների վրա, ովքեր ԱՆԳԱՄ ՉԵՆ ԿԱՐՈՂ ԱՋԱԿՑԵԼ",anger
211,325,2018-En-03770,Շագանակագույն ծրարները կարող են խուճապ առաջացնել: #հետճշմարտություն,fear
212,327,2018-En-03622,Ինչու՞ ես հենց նոր տեսա «Գահերի խաղի» սփոյլերը snapchat-ում: Մեզնից Ոմանք ԴԵՌ ՉԵՆ ՏԵՍԵԼ 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻 #arsehole,anger
213,328,2018-En-02194,Ոսկե տաճարը գեղեցիկ է: 😍,joy
214,329,2018-En-01489,Քեյլեբը մղձավանջ էր տեսնում զոմբիների մասին: Ես երազում էի ազատության մասին......,fear
215,331,2018-En-03997,այլեւս ինձ համար խմելու 😌😂 #լուրջ,joy
216,333,2018-En-02934,"Դուք #ընկճված եք #հիպո #մոլագար #միայնակ #ձանձրացել #ընկերներ չունեք #ընկերների կարիք ունեք #ընկեր։ Ես ինձ շատախոս եմ զգում։ Ես ուզում եմ օգնել մարդկանց, թե պարզապես #կատարել ընկերոջը #dm #moms",sadness
217,334,2018-En-02054,"Բայց քանի որ ես գիտեի, որ կարող եմ ուղղակի գնալ կողքի վրա և նրանց ուտելիք փոխանցել...բայց հետո ես էլ էի վախեցել ՀԱՀԱ...ի վերջո ես այլ ելք չունեի, քան գնալ:",fear
218,335,2018-En-01209,"Ես նկատեցի կերակրվողին և ստացա միայն #սերմնաժայթքում կենդանի մեղուները, և մեղուները #զայրացած են:",anger
219,337,2018-En-02842,"Շուտով թրեյլերը կունենա ավելի շատ լայքեր, քան դիտումներ 😆",joy
220,338,2018-En-01204,@Smilejamtvj @clarkecooper @DahliaHarris-ն այսօր հիանալի տեսք ունի՝ հաճելի արտիստիկ աչքին: #GirlPowerTuesday,joy
221,340,2018-En-01474,"Չգիտեի, որ @ChickfilA կովի օրն ավարտվեց 7:30-ին, այնպես որ հայտնվեցի 30 րոպե ուշացումով և նմանվելով կովի առանց սենդվիչի #տխրություն 😅😅😅",sadness
222,341,2018-En-01132,"@izzyaline այրվում է, անիծյալ",anger
223,342,2018-En-02612,"#ընկճված Այսօր դառը քաղցր էր՝ դիտելով, թե ինչպես են բոլոր երեխաները վերադառնում դպրոց, ստիպեց ինձ իսկապես կարոտել իմ փոքրիկներին: Ես այնքան կոտրված եմ #backtoschool2017",sadness
224,343,2018-En-04082,"Ղևտական ​​19:14\nԽուլերին մի՛ անիծեք և մի՛ գայթակղեք կույրերի առաջ, այլ պետք է վախենաք ձեր Աստծուց. ես եմ [1/2]",fear
225,344,2018-En-02633,"Բարի երեքշաբթի առավոտ... Եղիր այն մարդը, ով ստիպում է ինչ-որ մեկին ժպտալ հենց քո մասին մտքից:\n\nԵղիր օրհնված և եղիր օրհնություն: #BBaBaB",joy
226,345,2018-En-01477,"Մտածում էի Ֆերգիի M.I.L.F երաժշտության մասին և լուրջ, եթե մի օր մայր դառնամ, կլինեմ M.I.L.F #lmao #Empowerment #պաշտելի",joy
227,351,2018-En-00300,"մայրիկիս աշխատանքը զեղչել է խռովության փառատոնի տոմսերը $147/3 օրով, ես #տխրում եմ",sadness
228,354,2018-En-01312,"Ինչո՞ւ է @DANCEonFOX-ին կոպտորեն ընդհատում ամենավատ բանը, որ երբևէ կարելի է պատկերացնել: Ուգգգ #գրգռված",anger
229,358,2018-En-03942,"Ավելի քան 4 միլիոն ակր ապրելու համար, պատճառ չկա, որ #Այդահոյի բնակիչները #վախենան #գայլերից: #Օգնեք կանխել նրանց կրկին #վտանգված դառնալը։",fear
230,359,2018-En-01890,Լուսինն այս գիշեր 😮 #գեղեցիկ,joy
231,361,2018-En-00999,@KylieSpearsXo Ծնունդդ շնորհավոր #գեղեցիկ Քայլի: 🤗😙❤🎁🎂🥂,joy
232,362,2018-En-02551,"Հաջորդ անգամ, երբ գնամ Լագոս, կխփեմ ինչ-որ մեկի օվամբեն՝ հագնված ժանյակով և ժելեով, որպեսզի ուտեմ ամալա և թափահարեմ գոտկատեղս։",joy
233,363,2018-En-00322,"@shoe0nhead @ObscuredLeg Ողջույն, ես պարզապես ուզում էի ձեզ երկուսի ուրախ երեքշաբթի մաղթել։😊",joy
234,365,2018-En-03559,"այ նիգգա զգացմունքները, մինչև որ գտնեմ մի նիգա, որը ես զգում եմ 😆",joy
235,366,2018-En-01008,Bruhhh🙄Ինչու է Ar'mon-ն այդքան սրամիտ @TheRealAandT-ից: Նա պարզապես սառչում է և հըհհհհ😍😍😍😍։ #գրավիչ #whyamIsingle #Houston,joy
236,367,2018-En-02908,"*ավելի թեթեւ նոտայի վրա*\nGG, Nkaissery &amp; Ընդհանուր մարդ. Այն տեմպը, որով հոբելյարը կորցնում է այս ձայները!! 😟",sadness
237,368,2018-En-01923,"Բարև ընկեր, ես հենց նոր եկա՝ կերակրելու իմ Վեներայի ճանճաթուղթը: — Սյու (S1E13) #glee",joy
238,370,2018-En-03752,Այդ խավարումը հրեշտակային էր 🙏🏿 #օրհնություն,joy
239,374,2018-En-00349,"Հիշեք, այն ամենի համար, ինչ դուք #կորցրել եք, դուք այլ բան եք ձեռք բերել։ Առանց #մութի, դուք երբեք չեք տեսնի #աստղերին։",joy
240,375,2018-En-03733,"Oh @BentleySystems, ի՞նչ ես արել դու քո կոնֆիգուրացիաների հետ: #հուսահատություն",sadness
241,376,2018-En-01023,@JustHerrick @iPhone_News Կտոր #խենթ,anger
242,377,2018-En-02095,"Քեզ վրա հույս դնել, Քուինսլենդ: #StateOfOrigin #Broncos #maroons #blues #NSWBlues #qld",joy
243,379,2018-En-02655,@imKBRshanthnu շնորհավոր ծնունդդ ընկեր ☺ մաղթում եմ քեզ շատ #ժպիտներ &amp; #հաջողություն 🌸 #ամին☺ իմ ծննդյան օրը #3օրում 😍 yaayyaaa💃,joy
244,380,2018-En-00728,"քանի որ իմ ճանապարհի համար պայքարի վերջին դրվագը հեռարձակվում է այսօր երեկոյան & AMP; Թեքուկը, հավանաբար, միասին կնայի, բոլորդ կարծում եք, որ jk-ը կարող է վրեժ լուծել",anger
245,381,2018-En-03726,Ես ունեմ աշխարհի լավագույն ընկերուհին 😍 #blessed,joy
246,382,2018-En-03619,@Bravotv կա մի միջոց դիտելու NYC միլիոն դոլարի ցուցակը & amp; զտե՞լ @FredrikEklundNY դրվագներից։ #պրիմադոննա #բադդեմք #կատաղություն,anger
247,385,2018-En-04066,"@FierzaaRBX hi fierzaa, հուսով եմ, որ դուք կլինեք իմ ընկերը roblox btw-ում, ես սիրում եմ kat և օգտվողի անունը:USATylerX 😀",joy
248,386,2018-En-03304,"@KermodeMovie Ես ուրախությամբ կնշեմ նրան, երբ նա գա: Թեև մինչև այդ նա հավանաբար նախագահ չի լինի...",joy
249,387,2018-En-03250,դուք բոլորդ չեք հասկանում. այս կնոջ զայրույթն ԻՍԿԱԿԱՆ է. 🌹🖤,anger
250,388,2018-En-00164,«Ի՞նչ ես այդպես ժպտում»\n«Դոմինոսն ինձ կտրոն է ուղարկել» 😬,joy
251,389,2018-En-01207,Լավ ժամանակները երբեք չեն մարում #ժպիտ,joy
252,390,2018-En-00492,"Չափազանց շատ կոֆեին, և ես հոգում եմ: #ցնցումներ #ցնցումներ #պարանոյա #սրտի բաբախյուն1000 ☕💔",fear
253,391,2018-En-04247,"@RKsAllyCat82 Ոչ, բայց ես պլանավորում եմ դա մինչև սեպտեմբեր 😊",joy
254,392,2018-En-00155,wow :o սա ներառված էր երգացանկում #awesome,joy
255,395,2018-En-04173,Ժամանակն է #burst #burstcoin պատառաքաղի համար??,joy
256,397,2018-En-00970,շատ շատ նյարդայնացած 😐,anger
257,399,2018-En-01751,"Ձեր #ժպիտը միշտ ձերն է, մենք հնարավորինս հեշտացնում ենք լավագույն օրթոդոնտիկ խնամքը, անկախ նրանից, թե երբ եք դրա կարիքը զգում:",joy
258,400,2018-En-00581,"ես բացառեցի խավարումը, որպեսզի հավատամ ամենագետ ուժի #հիասթափվածին",sadness
259,401,2018-En-01596,"@arunjaitley, խնդրում եմ, անմիջապես գործողություններ կատարեք ահաբեկչության դեմ: Հակառակ դեպքում անմեղ մարդիկ կմահանան։",fear
260,402,2018-En-04123,"Շատ բարձր կապակցված վիրավորանքի համար: Ոստիկաններն ու ՀԴԲ-ն փորում են սեփականություն. Ես վախենում եմ, որ սա լավ ավարտ չի ունենա ընտանիքների համար",fear
261,403,2018-En-04045,"@LoveIsland #loveisand հաջորդ անգամ, երբ թափոններ կլինեն, հանիր #Օլիվիային այնտեղից: Նա #սարսափելի է և լավ չէ Քրիսի համար",anger
262,404,2018-En-02963,Սխալ ծխելը թերագնահատում է,anger
263,408,2018-En-02614,"#Նայեք #նրանց, ովքեր #ազնիվ են և #լավ, քանզի #հրաշալի #ապագա #սպասում է #խաղաղություն սիրողներին։",joy
264,413,2018-En-01806,"«Ձեր նշիչ ուսուցիչը»: Ես նայեցի նրան և պարզապես պայթեցի ծիծաղից, երդվում եմ, որ այս երեխաներն ինձ երբեք լուրջ չեն ընդունի 🤦🏻‍♀️",joy
265,414,2018-En-04339,"@thealexpeace Ամենևին էլ վատ չէ, մտածեք, որ կարող է վերադառնալ ձեզ",fear
266,415,2018-En-01292,@VescioDiana Դուք էլ եք մոռացել #ծիծաղը ❤️❤️❤️,joy
267,416,2018-En-03538,Ես այնքան նյարդային և վախեցած եմ jfnsnzmz,fear
268,418,2018-En-01936,Լուրջ տեսք ունեցող մարդիկ տառապում են չօգտագործված ժպիտի մկաններից \n\n #երջանիկ #ատողները,joy
269,419,2018-En-03458,Ձեր օգնության կարիքը տղաներ 😊 ընկերոջ համար հարցում,joy
270,420,2018-En-02246,Այստեղ գեղեցիկ է! Ես չեմ թուլանա.,joy
271,421,2018-En-00795,"@AllyiahsFace Ձեր էջը լի է դիմահարդարմամբ: Դա տեղին հարց է: Բայց դուք, հավանաբար, գերադասում եք ջարդուփշուր անել և ջարդել",anger
272,422,2018-En-03440,"@Chan_lfc10 @paul_rule @Nuttall1878 @DeadlineDayLive @Everton Մենք կզայրանայինք, եթե 8 միլիոն ֆունտ ստեռլինգով մեր տեղափոխությունը ետ գցած պաշտպանի համար 😡",anger
273,424,2018-En-03556,Ես այսօր եղել եմ իմ դասերի 1-ին և 1/3-ին և արդեն,joy
274,426,2018-En-02924,"10-րդ փուլի սարսափը հիշեցնում էր Rio Oylmpics-ը... երթուղային սարսափ, եղանակային սարսափ, վթարի սարսափ, հրաժարվել սարսափներից:",fear
275,427,2018-En-02739,"ԾՆՈՒՆԴԴ ՇՆՈՐՀԱՎՈՐ ՊԱՆԴԵՐԻՖԻԿ ՊԱՆԴԱՅԻ IK.@TheOrionSound Հուսով եմ, որ դուք հիանալի օր կունենաք Օլի, ես քեզ շատ եմ սիրում և ես ❤️ Ձեր տեսանյութերը ստիպում են ինձ 😃",joy
276,428,2018-En-01994,@lauramuiruns @Diamond_League Սիրում էի ուրախացնել ձեզ իմ երեխաների հետ!!!! X,joy
277,429,2018-En-02599,Նայեք իմ #դժբախտությանը &amp; իմ #ցավը; &amp; ներիր իմ բոլոր մեղքերը: -Սղ 25։18,sadness
278,430,2018-En-02500,Ձեր @ժպիտի շնորհիվ դուք #կյանքն ավելի #գեղեցիկ եք դարձնում::::::::::::::::::::::::::::: ::::::,joy
279,431,2018-En-00054,Երբ ուղղակի չգիտես ուր գնալ կամ ինչ անել հետո... կյանքում...🤔 #կորցրած,sadness
280,432,2018-En-01482,"Հեյ, ամեն ինչ լավ է լինելու, թող Աստված համբուրի քո հոգնած դեմքը: Ամեն ինչ լավ է լինելու, թող այս երեկո խաղաղությունը քոնը լինի",joy
281,433,2018-En-03843,"Եթե ​​@TheRock-ի նախագահական ընտրությունները նույնքան վատն են, որքան նրա հայտնվելը #Baywatch-ում, ոչ մի կուսակցություն չպետք է վախենա նրա առաջադրումից: Դա 8 դոլար է, ես երբեք չեմ վերադարձնի #խենթ",anger
282,436,2018-En-00932,Ֆիլմեր իմ դիտումների ցանկում՝ Սարդ-մարդու վերադարձը տուն և պատերազմ՝ կապիկների մոլորակի համար: 😍 #հուզված #ֆիլմեր,joy
283,439,2018-En-01449,"Սա այն պատճառով է, որ Սալիմ Շեյխի նման մարդիկ մարդկությունը հաղթում է ահաբեկչությանը և ատելությանը #AmarnathYatra Attacked",joy
284,442,2018-En-00716,"@badpostyoongi Ես հաստատ գիտեմ, որ նրանք կա՛մ անտեսելու են այն փաստը, որ դա այդպես չէ, կա՛մ կփոխեն Սինդիի ֆոնը",sadness
285,444,2018-En-01125,"B4 Ես չկարողացա վեր կենալ անկողնուց կամ նայել հայելուն: Շնորհակալ եմ, այն ամբողջ աջակցությունը, որը ես ստացել եմ այստեղ: ImWakingUpHappy Չեմ վախենում այս օրվանից",joy
286,445,2018-En-00119,"«Հազվադեպ չէ, որ #մարդիկ իրենց ողջ կյանքն անցկացնում են՝ սպասելով, թե երբ են սկսելու ապրել»։ ~ Eckhart Tolle #երջանկություն #ապրի",joy
287,446,2018-En-03060,"@FreeBeacon Ցույց է տալիս, թե որքան հուսահատ են դեմքերը: Նրանք միշտ անտեսում են փաստերը և նետում են վախեցնելու մարտավարությունը:",fear
288,447,2018-En-03255,Հա հա սիրո բնակարանների նկարագրությունը Marlie Packer-ի... Նախնական կարգավորում «մարտական ​​ռեժիմ».... 😂😂😂😂😂 #brilliant \n@davidflatman @MarliePacker #WRWC2017,joy
289,448,2018-En-00599,Ես բառացիորեն շատ եմ սիրում Փոլին #BB19 #pissed 😂,anger
290,449,2018-En-01887,"Եթե ​​դուք նստել ետ, դիտել & AMP; լսել ամեն .@TheDemocrats & AMP; .@DNC անդամ, դուք արագ կսովորեք, որ դա #Զոհ, #ռասիզմ, &amp; #ատելություն. Ես #WOKE եմ",anger
291,450,2018-En-02854,"Եվս երեք հերթափոխ, այնուհետև ես սկսում եմ իմ կրկնուսույցի հաջորդ մասը՝ ի պատասխան #վայելելով վերջին մի քանի օրերը #հուզված #նորմարտահրավերներ",joy
292,452,2018-En-00006,Իմ նոր սիրելի #ֆիլմը՝ առանց կասկածի ստվերի #Okja #գեղեցիկ #զվարճալի #տխուր #էմոցիոնալ #իրական #Netflix #ՊԵՏՔ ԴԻՏԵՔ #հիմա,joy
293,453,2018-En-04148,"@chelston_dsouza Կոնտեն կատաղած է իր խորհրդի վրա, ուզում է բոլորին, թե չէ թողնում է:",anger
294,455,2018-En-02142,"Լավ, ես լրջորեն չգիտեմ, թե ինչպես է այս ամբողջ թվիթերում աշխատում #կորցրած",sadness
295,456,2018-En-02124,"ամեն դեպքում ես ներողություն խնդրեցի &amp; Ես ունեմ վատ անհանգստություն տղաներ, այնպես որ ես պարզապես ուզում էի դուրս գալ և AMP; սկսել իմ errands այնպես որ ես արել & AMP; ես ստիպված էի ~uber ամենուր~",fear
296,457,2018-En-01168,"Երեք ռեթվիթ համր Fox-ի մասին և մեկ օրիգինալ թվիթ, որը բացահայտ սուտ է SCROTUS-ից այս առավոտ. նադա իր թշվառ սերունդների մասին: 🤣",anger
297,458,2018-En-01161,@LizYank Այս համեմատությունն ինձ շատ է ուրախացնում։ #շոյված #engl678mu,joy
298,459,2018-En-02209,Չվախենամ ոչ մեկից և ոչ ոք ինձ չի վախեցնում!!! Funk y'all մտածում պատկերը մեկ մարդ բանակ!! '!,anger
299,460,2018-En-03913,"Եվ պարտեզի #հրաշալի տղան մեծացավ իմաստությամբ և հասակով և բարեհամբույր Աստծո և մարդկանց առաջ, որոնք, բառիս բուն իմաստով, նրա ծնողներն էին։\n#VSS365",joy
300,461,2018-En-03047,"@JadeOdette_ Որովհետև նրանցից մեկը պետք է սխալվի :) մենք պարզապես ուզում ենք հավատալ, որ դա H&M-ն է, հաա 🙃",joy
301,462,2018-En-03966,"@lala Սիրում եմ ձեր «The Power Play» գիրքը. դա լուրջ խաղ է փոխում: Եթե ​​այլ բան չլինի, իմ երազած մեծը ինձ կհանգեցնի աստղերի շարքում: 🌠",joy
302,463,2018-En-00040,@InvacareCorp-ը հսկայական աջակցություն է ցուցաբերել 2017 թվականի CEWHA քաղաքացիներին՝ որպես մեր Conn Smyth-ի հովանավորներից մեկը: #2017Ազգայիններ #Օտտավա,joy
303,465,2018-En-03279,"Լավ, ես և Ալեքսը հարևաններ ունենք, ովքեր երաժշտություն են լսում",joy
304,466,2018-En-00688,"@AwardsDaily-ն այդպես է թվում: Ես չեմ ուզում տեսնել, թե ինչպես է Քյունը պատրաստվում վարվել Թեյթի սպանության հետ: #սարսուռ",fear
305,467,2018-En-03077,Շնորհակալություն վերջին հետևելու համար @discoverdelicio @johnmilley58 @OrbeauCustomer Ուրախ ենք միանալու համար :) հիանալի երեքշաբթի անցկացրեք:,joy
306,468,2018-En-02646,"Զգուշացեք ցանցով զայրացած, հիասթափված, #ճկուն տատիկի զայրույթից: 👵🏼😡 Ես պարզապես ասում եմ. #առարկայական դաս",anger
307,470,2018-En-03877,"Իմ հակաբեղմնավորիչը գցել եմ հատակին և չեմ կարողանում գտնել այն, քանի որ այն խառնվում է գորգի հետ 🙃 #joy",joy
308,471,2018-En-03345,"Երբեմն պարզապես անհրաժեշտ է ուտել մի համեղ շոկոլադ՝ հիշեցնելու համար, որ դառը լինելու կարիք չկա: Քաղցրությունը փրկում է:",joy
309,472,2018-En-02186,Անխափան ներկան ինքնագոհ ապագա է ստեղծում: #ԵրեքշաբթիՄտքի #ինքնաբարելավում #հաջողություն #հուզմունք,joy
310,473,2018-En-02386,Հմմ...կարծես թե ոչ ոք @Tampax-ը հասանելի չէ արձագանքելու համար: Դա կարծես սպասել # դատաստանի օրվա պատասխանին: Այդ #այրվող հարցը՝ առանց #պատասխանի,anger
311,474,2018-En-01796,"դու զայրացնում ես ինձ, քո անունը զայրացնում է ինձ, քո ԱՄԵՆ ԻՆՉ ինձ զայրացնում է 🙃",anger
312,475,2018-En-00447,Ուղարկելով սեր & AMP; Աղոթքներ Միսիսիպիում C-130-ի կործանման հետևանքով կորցրած @USMC ծովային հետևակայինների ընտանիքներին: Թող մեր Տերը օգնի մեղմել վիշտն ու վիշտը,sadness
313,476,2018-En-03082,"@lushcosmetics-ի «Sleepy» լոսյոնն այնպիսի բույր ունի, երբ նարդոսի փունջը և մի փունջ տապակած մարշմալոուները սիրող երեխա ունենային: #համեղ",joy
314,478,2018-En-02878,Ուրախ եմ կիսվել իմ նոր տեսահոլովակի նախադիտմամբ իմ տեղական սիրելիների հետ:\n#կազմել #հուզմունք @CBCMusic @Musicyyc @CJSW @BreakOutWest @HifiClub,joy
315,479,2018-En-02773,@yashah07 Հահահա ստացավ նույն առաջընթացը !! Ուզում եմ գտնել աղբյուրը և սովորեցնել 🤣,joy
316,480,2018-En-03830,Հետաքրքիր օր է սպասվում...լանչ @Panoramic34 աղջիկների հետ #Foodie #yummy #myday #Friends,joy
