,Column1,Column2,Column3,Column4,Column5
300,5.20457e+17,delhi police,negative,Սկզբում ասա ինձ FIR No. @tehseenp @ShashiTharoor Դելիի ոստիկանությունը BJP-ի ներքո կարող է սխալ լինել այս դեպքում,
301,5.21179e+17,delhi police,negative,"Forward Press ամսագրի համարի PDF-ը, որը Դելիի ոստիկանությունն անօրինական կերպով առգրավել է. https://t.co/Bx27dlDoez Կարդացեք, տարածեք, պահպանեք այն:",
302,5.22905e+17,demi lovato,negative,"@MarianaTecalero ծնողներս ինձ թույլ չեն տալիս ընկերոջս հետ գնալ Դեմի Լովատոյի համերգին։ Բացի այդ, ես վաղը ծանր քննություն ունեմ, և ես այնքան ճնշված եմ:",
303,5.22868e+17,demi lovato,positive,"Բառերը չեն կարող նկարագրել, թե որքան հուզված եմ վաղը տեսնելու Դեմի Լովատոյին!!! @ddlovato Այս անգամ չեմ պատրաստվում լաց լինել։",
304,5.22763e+17,demi lovato,positive,"@_JB_luv @VirginRadioMTL Դեմի Լովատոն այս կիրակի համերգով է Bell Center-ում, sweety! Դեռ որոշ տեղեր կան։ Evenko.ca",
305,5.23088e+17,demi lovato,positive,"@FlynMarc aw Ես շատ ուրախ եմ ձեզ համար տղաներ: Բոլորին ասա, որ ես բարև եմ ասում: Երկուշաբթի երեկոյան ես կլինեմ Համիլթոնում՝ Դեմի Լովատոյի համերգին:",
306,5.22973e+17,demi lovato,positive,@StubHub #onlygoodsurprises Ես կցանկանայի տեսնել Դեմի Լովատոյին Մանչեսթերում չորեքշաբթի օրը՝ իմ 21 ծննդյան հաջորդ օրը։ Լավագույն նվերը!,
307,5.23069e+17,demi lovato,positive,"Ողջույն տղերք! Ես այսօր երեկոյան մեկնում եմ Մոնրեալ՝ կիրակի օրը տեսնելու Դեմի Լովատոյին: Եթե ​​ես wifi ունենամ, ես իհարկե ամեն ինչ կթվիթեմ :) xx seeya!",
308,5.23092e+17,demi lovato,positive,"Կարծում եմ, որ կարող եմ մոլուցք ունենալ Դեմի Լովատոյի ծիծաղով:",
309,5.23094e+17,demi lovato,positive,"@itsCatarina. Կարծում եմ, որ կարող եմ մոլուցք ունենալ Դեմի Լովատոյի ծիծաղով: Ես բավականին վստահ եմ, որ անում եմ:",
310,5.22753e+17,demi lovato,positive,"Եթե ​​ցանկանում եք իմանալ, թե ով է եղել երեկվա իմ կինը՝ չորեքշաբթի օրը, մի գուշակեք: Դա զարմանալի Դեմի Լովատոն էր:",
311,5.23031e+17,demi lovato,positive,"նա հեռանում է, արևը մայր է մտնում, օր է տևում, բայց ես մեծացել եմ #Շաբաթվա թեժ Դեմի Լովատո",
312,5.2293e+17,demi lovato,positive,"Բարձրացրեք երաժշտությունը, որովհետև արևը նոր է ծագել #Շաբաթվա թեժ Դեմի Լովատո",
313,5.22937e+17,demi lovato,positive,"Ո՞վ ես դու վաղը Կստիպե՞ս ինձ ժպտալ, թե՞ ուղղակի վիշտ կբերես: #HottieOfThe Week Դեմի Լովատո",
314,5.23043e+17,disney,positive,"@Raven052 Շատ լավ է, ստուգեք տեսարժան վայրերը շաբաթ օրը (կամ գողանալ դեպի Դիսնեյ...): Դեռ պատվիրե՞լ եք հյուրանոց/գնացք:",
315,5.23058e+17,disney,positive,Եվ մենք դուրս ենք եկել: Դիսնեյը եկել ենք: Տոնում են իրենց 5-ամյակը արևոտ Ֆլորիդայում Միկի և Մինիի հետ: http://t.co/H1xU5jpnLg,
316,5.2307e+17,disney,positive,Այնքան ոգևորված եմ քաղցրավենիք բաժանելու համար OCMEA-ի @KentStateStark բաժնի հետ BooU-ում 30-ին: Լավ արդարացում Դիսնեյի կոստյումի համար: :D,
317,5.23097e+17,disney,positive,"@tsmizzle28 1-ին սոցիալական մեդիայի փորձ: Sup Emma - Հուսով եմ, որ դուք վայելում եք Disney-ը:",
318,5.23056e+17,disney,positive,Ամրագրեք Ֆլորիդայի փաթեթ մեզ հետ մինչև հոկտեմբերի 31-ը & AMP; ստացեք անվճար Disney փափուկ խաղալիք http://t.co/q7J432ZBgt http://t.co/0yDhhSenF9,
319,5.23075e+17,disney,positive,"@stormewarren Մեծ Զանգահարում է այդ ծովայինի կողմից, ով զարմացնում է իր ընտանիքին Դիսնեյի ճանապարհորդությամբ: Ահա թե ինչպես ես հետ վերցրու ուրբաթը, իմ մարդ: Հոյակապ",
320,5.2305e+17,disney,positive,"Տեսա, որ ձեզ դուր է գալիս Disney @joaannawoolley @felicity1wish @Kaellee_ - մենք կցանկանայինք ձեզ տեսնել վաղը կամ կիրակի մեր շոուում: http://t.co/IxPmOoo0jQ",
321,5.23091e+17,disney,positive,Pinterest-ում Դիսնեյի իրերին նայելն ինձ այնքան ուրախացնում է: Դեռ մարտն է։,
322,5.23064e+17,disney,positive,"@TipsyPamby hahaha այո! Disney! ես դա ասացի :-) այնուամենայնիվ, գոնե ուրբաթ օրը քեզ ծիծաղեցի?? Լավ է իմանալ :-)",
323,5.23079e+17,disney,positive,Դիսնեյի երգերի խցանում իմ սենյակակցի հետ = ուրբաթ սկսելու հիանալի միջոց @val_erieeee,
324,5.23035e+17,disney,positive,"Ես պատրաստվում եմ տեսնել Disney On Ice-ը կիրակի օրը, ես ոգևորված եմ:",
325,5.2309e+17,disney,negative,"Երրորդ անգամ Դիսնեյ հողում այս շաբաթավերջին, և եթե Thunder Mountain-ը նորից փակվի, ես ինքս կքշեմ խեղկատակին:",
326,5.23026e+17,disney,positive,"Դարձրեք ավելի լավը @garrettmaine: Ուրախ եմ, որ այսօր երեկոյան պետք է խոսեմ քեզ հետ: Վաղը ես քեզ համար զվարճանալու եմ Դիսնեյում",
327,5.22898e+17,disney world,positive,Մի օր ես կկարողանամ առանց փսխելու վերադառնալ Disney World: Հուսանք՝ փետրվարին է։,
328,5.23087e+17,disney world,positive,"Իմ 1-ին թռիչքի ժամանակ պատահական մայրիկին աղաղակեցի, որը թույլ տվեց գրկել իր նորածին երեխային, երբ ասացի, որ աշխատում եմ Disney World-ում: #օտար վտանգ?",
329,5.22935e+17,disney world,positive,@LucyCary ինչ ես անում հաջորդ հոկտեմբերի 3-ին: Ուզու՞մ ես ինձ հետ գալ Դիսնեյ աշխարհ:,
330,5.22971e+17,disney world,positive,"Վաղը տուն գնալու նույն զգացողությունն ունեմ, ինչ ընտանիքիս առաջ &amp; Ես գնում եմ ճանապարհորդության դեպի Դիսնեյ աշխարհ: #CantSleep #SoExcited",
331,5.22877e+17,disney world,positive,"@AnaisandMari haha ​​ոչ, բայց ես դեկտեմբերին գնալու եմ Դիսնեյ աշխարհ",
332,5.22983e+17,disney world,positive,Վաղը առաջին անգամ եմ գնում Դիսնեյ աշխարհ: Վուպ վուպ :),
333,5.22919e+17,disney world,positive,Ես ուղղակի անհավատալիորեն հուզված եմ վաղը մեկնելու Գրին Բեյ: Ինչպես Disney World-ը և Կարիբյան ավազանի արձակուրդը միաձուլված: LOL,
334,5.23098e+17,disney world,positive,"Կնոջը իսկապես ուրախացնում է, որ իր աշխատավարձում ունի գրեթե 400 դոլար, այսինքն՝ նա կարող է առնվազն 500 ծախսել Disney World-ում: Վաղը մեկնում եմ!!!!",
335,5.22938e+17,disney world,positive,"Ես գնում եմ Disney World հոկտեմբերի 3-ին: Այսպիսով, եթե ցանկանում եք իջնել, իջեք:",
336,5.22958e+17,disney world,positive,"WOW, հոկտեմբերի 3-ն է: Ես գնում եմ Դիսնեյի աշխարհ @_JW21_ @jaileroark17_",
337,5.2296e+17,disney world,positive,"Կարծում եմ, որ խմբի բոլոր 4 տարիների ընթացքում իմ ամենասիրելի հիշողությունը կլինի այն ժամանակ, երբ ես պետք է երթ անեի Disney World-ի շքերթում",
338,5.22131e+17,donny,negative,"@Andrew_Repko @joey_crack1153 @My_NameAintEarl Դոնի թիմը նույնպես էշ է, 3-րդ վատագույն առաջնությունում",
339,5.22399e+17,donny,positive,"Շնորհավոր 25-ամյակդ, սիրելի Դոնի Գիբոն: Դոննին զվարճալի փոքրիկ գիբոն է, նա սիրում է խաղալ թեգ, ըմբշամարտ և հետապնդել... http://t.co/Yt6t6IuM2a",
340,5.22242e+17,donny,negative,Եթե ​​երրորդ կողմից իմ մասին հաղորդագրություն կամ հաղորդագրություն/գրառում/էլ․,
341,5.22526e+17,donny,negative,"Դոննի Օսմոնդը կարող է ամբողջ հեռուստացույցով լինել, բայց նա բավականաչափ մարդկանց չի ասում, որ ինքը եղել է Մուլանում, և դա այն է, ինչ ես հիմա մտածում եմ, արի Դոնի:",
342,5.23094e+17,donny,positive,"@lionsfan4217 Հեյ, Դոնի!!! Կհանդիպենք կիրակի մրցավազքի համար!!!",
343,5.22798e+17,donny,positive,"Արի Դոննի վերցրու ալբոմի պատճենը, դուրս արի և գնիր մեկը, այնուհետև գրիր ինձ նկար վաղը ժամը 14-ից 16-ը, և ես կհետևեմ:",
344,5.22225e+17,donny,positive,NCS երգչախմբի համերգն այս հինգշաբթի երեկոյան!! Դոննին բաս կիթառով և երգում է Mixed Ensemble-ի հետ: Ո՞վ է գնում??,
345,5.2265e+17,donny,positive,"@donnyosmond բարև Դոնի, ինչպես ես, ես պարզապես ուզում եմ ասել, որ դու հիանալի էիր @bbcstrictly անցյալ շաբաթ երեկոյան: xx կարող եք հետևել ինձ",
346,5.22475e+17,donny,positive,"Ես անցկացրեցի իմ 2-րդ հաղորդումը անցած գիշեր հանրային հեռուստատեսությամբ Ֆեյրֆաքսում, Վիրջինիա: Շնորհակալություն Մայքին, Դոնիին, Դեյվին, Հերբերտին և... http://t.co/eE3w9vfX5X",
347,5.22727e+17,ducks,positive,"Վաղը երեկոյան Խորքում գարեջրի վրա, այնուհետև շաբաթ երեկոյան վերադառնալ Ուոթերֆորդ և դուրս գալ Դաքսի ծննդյան օրը: Անհամբեր սպասում ենք շաբաթավերջի #Booze-ին",
348,5.22935e+17,ducks,positive,Ducks խաղի դիտման երեկույթ տանը շաբաթ օրը՝ ժամը 15:00-ի սահմաններում: Ազատորեն հարվածիր ինձ և անցիր: #HuskyHateWeek #GoDucks,
349,5.22838e+17,ducks,positive,"Դաքս խաղ 1-ին!!! Այո, ընկեր @AllysaSobotta",
350,5.2292e+17,ducks,positive,Բադերը պատրաստ են վաղը մեկնարկող ITA հյուսիսարևմտյան տարածաշրջանային առաջնությանը: Ստացեք ամբողջական փաթեթն այստեղ՝ http://t.co/SQIQkycN5p,
351,5.22958e+17,ducks,positive,Այնքան ոգևորված եմ վաղվա Ducks խաղի համար: #ԲացմանԳիշեր,
352,5.2274e+17,ducks,negative,"@MistyamberA @NotAssa @TheRealChefTom թերևս լավագույն գաղափարը չէր մեր թալիսմանը Beaver անվանելը...դեռ ավելի լավը, քան Դաքսը",
353,5.22996e+17,ducks,positive,"Նոյեմբերի 10-ի մեծ դիմակայությունը :-) Տղաներ, դուք գալիս եք Վանկուվեր Ducks խաղի համար: @callmemochelle",
354,5.22839e+17,ducks,positive,"@GoDucks @WinTheDay @LaMichaelJames @Josh_Huff1 #tbt Իմ առաջին Ducks խաղը, այնտեղ հասնելու համար պահանջվեց ընդամենը 15 տարի: Լավագույն օրը EVER! http://t.co/hYC1vWs4Cg",
355,5.22856e+17,ducks,positive,Պահի խթան....Գնում ենք Սան Դիեգո #NFL խաղի համար այսօր երեկոյան: Հոգեպես #NHL Ducks խաղը վաղը: Հանգստյան օրերի հիանալի սկիզբ: =),
356,5.23099e+17,ebola,negative,"Եթե ​​նա արյան նմուշներն այնպես է վարում, որ կարող է էբոլա հիվանդանալ, ապա, հավանաբար, դրա փոխարեն պետք է թեստ հանձնի HepC-ի համար: http://t.co/CPlG8H90v8",
357,5.231e+17,ebola,negative,"@KTHopkins Shutup դու չաղ բնավոր կեղծավոր պոռնիկ: Հուսով եմ, որ դուք և բոլոր նրանք, ովքեր աշխատում են արևի համար, կստանաք Էբոլա: Չաղ խոզ։",
358,5.23101e+17,ebola,negative,"Ինչու ձեր հիվանդանոցը կարող է չկարողանալ կասեցնել Էբոլայի տարածումը, Ռեյ Կուրցվեյլ ttp://t.co/2LUAxlADpN",
359,5.23099e+17,ebola,negative,"Ուրախ ուրբաթ. բուժաշխատողը, ով կարող էր շփվել Էբոլայի հետ, գտնվում է սառեցված զբոսանավի վրա http://t.co/0v36jxn6BT",
360,5.23102e+17,ebola,negative,"Դե Օբամա, դու նստեցիր հետույքիդ, Էբլոլան գրավում է դիրքերը, ինչպես ԴԱԻՇ-ը: Էբոլա տենդը հարվածում է, հաջորդը ԴԱԻՇ-ն է ԱՄՆ-ի հողի վրա. Ձեզ առաջնորդ կոչեք",
361,5.23101e+17,ebola,negative,"Ինչու՞ մենք չենք նշում «կարող է ունենալ Էբոլա» ամեն անգամ, երբ որևէ մեկին դիմում ենք: «Հայրենասերները, որոնք բոլորը կարող էին վարակված լինել Էբոլայով, հաղթեցին երեկ երեկոյան».",
362,5.23098e+17,ebola,negative,"Էբոլայից վախեցող յուրաքանչյուր արևմուտքի համար, ով մտահոգված է մշտապես առկա սպառնալիքով http://t.co/Zyb1s5ti1n",
363,5.23102e+17,ebola,negative,Կարո՞ղ էր արդյոք ԱՄՆ-ն ավելին անել Էբոլա վիրուսը զսպելու համար: http://t.co/lXeuayiPUI,
364,5.231e+17,ebola,negative,"1-ին հարց՝ ինչո՞ւ չենք փակել սահմանները։ 2. Ինչո՞ւ պարոն Դանքանը չտեղափոխվեց որևէ հիվանդանոց, որը կարող է բուժել Էբոլան: @foxandfriends",
365,5.23098e+17,ebola,negative,"Իհարկե, եկեք մեղադրենք Էմբեր Վինսոնին Էբոլա տենդի վախի համար, քանի որ 1-ին դր. բուժվել 2-ը շատ նման է ճիշտին:",
366,5.23094e+17,edmonton,positive,"Բարի լույս Էդմոնտոն: Ուրբաթ է!! Հուսով ենք, որ դուք հիանալի օր կունենաք: Սա այն է, ինչ դուք նույնպես պետք է անհամբեր սպասեք #yeg http://t.co/Z1uRBo83wd",
367,5.20856e+17,elton,positive,Found Don't Let The Sun Go Down On Me կողմից Էլթոն Ջոնը #Shazam-ի հետ: Էլթոնը դեռ ղեկավարն է #eltonjohn http://t.co/x4F8UQ5exP,
368,5.19313e+17,elton,positive,"@ObiDan26 @toddvs35 @missannajames @jessicalalor Ես պատրաստվում էի առաջարկել շաբաթ գիշերներ, լավ է, որ Էլթոնը կռվի նրա համար... hehe",
369,5.19872e+17,elton,positive,"@TheRealSambora Դիտեք այս տեսանյութը Բրայան Մեյի, Էլթոնի, Սթիվիի և այլնի հետ: Հիասքանչ! XO https://t.co/Nf073bXrSg",
370,5.19582e+17,elton,positive,"@RHelmsBooks Ես կցանկանայի Էլթոնի ամբողջական համերգ: Տեսել եմ նրան հուլիսի 4-ի համերգին Ֆիլադելֆիայում, ուստի դա ընդամենը վեց երգ էր:",
371,5.19316e+17,elton,positive,Վաղը ամբողջ օրը գնում եմ Էլթոնի կողքին:,
372,5.19936e+17,elton,positive,"@The_Dobbs որտեղ եք աշխատում ուրբաթ, ապա Կարին Էդվարդս: Վարժեցրե՛ք այն հենց պասայի մեջ, թե՞ Էլթոնին ստիպեք մեզ վերցնել իր մոտ գտնվող կայարանից:",
373,5.19278e+17,elton,positive,"25 տարվա լավագույն Էլթոն Ջոնի երգը, և դա Էլթոնը չէ: Դա Հոզյերն է, բլյուզի իռլանդացի երգչուհին: http://t.co/YZuV0mOJu1 Ծանր տեսանյութ. Ալբոմը թողարկվում է երեքշաբթի",
374,5.19614e+17,elton,positive,Թերին ընդդեմ Էլթոնի՝ շաբաթ օրը բաց թողնված արդար բռնելու ազդանշանի պատճառով… հիմա դա ծիծաղելի էր,
375,5.20802e+17,elton,positive,"Բարի առավոտ!! Վաղ արթնացաք, որպեսզի կազմակերպեք ձեր շաբաթ օրը առավոտյան լողալը Էլթոն առագաստանավային ակումբում :) 8-11:00-ը կհանդիպենք լճի ափին:",
376,5.19559e+17,elton,positive,"Էլթոնը լրջորեն գիտի, թե ինչպես պատրաստել իմ առավոտները, մարդ: Դա այն ամենն է, ինչին ես անհամբեր սպասում եմ երեքշաբթի & AMP; Հինգշաբթի առավոտ #USHistory #YouGoElton #ThanksJohn",
377,5.19951e+17,equalizer,positive,Ես ուզում եմ վաղը գնալ Էքուալայզեր դիտելու,
378,5.20779e+17,equalizer,positive,"@RedJello, արդարացի լինելու համար, ես *կտեսնեմ Հավասարիչի կիրակի օրը Տեխասի լավագույն վայրում",
379,5.22758e+17,equalizer,positive,"@SexiiiDread Այդ մղոնները սպանիչ են, չէ՞: haha Ես ուզում եմ տեսնել Dracula Untold-ը, իսկ հետո Equalizer-ը կիրակի օրը:",
380,5.20075e+17,equalizer,positive,"Մի տեսակ, այո! Ես գնացի Equalizer tonite տեսնելու: Ինձ դուր է գալիս: Շատ հետաքրքիր ժամանակակից Ջոն Ուեյնի ֆիլմ էր... Ձեզ կարող է դուր գալ: @twitsanon",
381,5.2141e+17,equalizer,positive,"Վերջապես վաղը տեսնելու եմ Equalizer-ը, հուսով եմ, որ լավ ֆիլմ է:",
382,5.22965e+17,equalizer,positive,"Երեքշաբթի օրը ես տեսա նաև Էքուալայզեր, և այն բավականին դյուրաբեկ էր:",
383,5.19363e+17,equalizer,positive,Որևէ մեկը ցանկանում է վաղը գնալ Equalizer-ին ինձ հետ տեսնելու:,
384,5.22754e+17,equalizer,positive,"Հեյսսս, դու պարտական ​​ես ինձ հաճույք «@__It_Is_I. Հավասարիչ, տեղ աստղերի մեջ, հոկտեմբերի 1»:",
385,5.21014e+17,equalizer,positive,@KJCrighton Դուք ունեք ամբողջ շաբաթ երեկո՝ այն մշակելու համար: Հիմա դա զվարճանք է :) Հավասարիչն լավ ֆիլմ էր btw :)),
386,5.21404e+17,equalizer,positive,"@x__royalTY դուք պարզապես սխալ մարդկանց եք հարցնում: Հավասարեցնողը վաղը պարտադիր է, քանի որ ես անջատված եմ",
387,5.19926e+17,equalizer,positive,", ուշացա, բայց լավ է, ես ուզում եմ տեսնել Հավասարիչն այնպես, որ այն ուրբաթ օրվա անելիքների ցանկում է:",
388,5.19359e+17,equalizer,positive,"Լավ Գոդզիլա, հետո X-Men, ապա Հավասարիչ: Պարզապես պետք է մեկը փչեմ ցանկացած ֆիլմի միջև, որպեսզի արթուն մնամ, բայց վաղը կհեռանամ",
389,5.1997e+17,equalizer,positive,"Երկուշաբթի օրը նա տեսավ «Էքուալայզեր»-ը, նա ասաց, որ ուզում է նորից տեսնել այն: lol: Իսկական խոսակցությունը, որ խայտառակությունը ապշեցուցիչ էր",
390,5.22473e+17,europa league,positive,"2010 թվականին «Սիթին» անցկացրեց իր պատմության լավագույն մրցաշրջանը Պրեմիեր առաջնությունում՝ զբաղեցնելով 5-րդ տեղը, որակավորվելով Եվրոպայի լիգայի համար և դուրս գալով Լիգայի գավաթի կիսաեզրափակիչ:",
391,5.22955e+17,europa league,negative,".@GrantWahl Ի՞նչ կապ ունի Եվրոյի ֆուտբոլի լիգաները, որոնք ունեն Եվրոպա լիգա 2-րդ կարգի թիմերի համար: Իսկ ներքին գավաթները. Բոլոր մարզաձևերն ունեն տարօրինակություններ.",
392,5.21741e+17,europa league,positive,"@StanCollymore Pulis-ը վաճառել է 4000 երկրպագու Վալենսիայում՝ թույլ տալով նրանց լավ գումար վճարել, խոսել Եվրոպայի լիգայի մասին, ապա ընտրել 2-րդ թիմը:",
393,5.21062e+17,europa league,positive,Ասիֆը հենց նոր հեռացվեցի «Էվերթոնից»՝ 6-րդ տեղը Անգլիայի գավաթի եզրափակիչ դուրս գալու և Եվրոպայի լիգան հաղթելու համար #Mad,
394,5.20297e+17,europa league,negative,"Երբ խոսքը վերաբերում է հինգշաբթի երեկոյան ֆուտբոլին, սա Եվրոպա լիգային դարձնում է ամենաբարձր մակարդակի տեսք #EngvSM",
395,5.20347e+17,fabian delph,negative,"Ամոթ է, որ Ֆաբիան Դելֆը չխաղաց Անգլիայի հավաքականում այս երեկո, բայց նորից, եթե խաղար, վաղը մենք կունենայինք բազմաթիվ թղթային զեկույցներ տրանսֆերի մասին:",
396,5.21341e+17,fabian delph,positive,"Ֆաբիան Դելֆի դիտումը մեզ հույս է տալիս, որ դեռ մի օր կարող ենք հրավիրվել Անգլիայի հավաքականում խաղալու: Չնայած մենք 5 տարի չենք խաղացել..",
397,5.2089e+17,fabian delph,positive,"Հուսով ենք, որ մեր տղան՝ Ֆաբիան Դելֆը, վաղը կսկսի սկսել և կշարունակի արտադրել այն որակյալ կատարումները, որին սովոր ենք մենք՝ Վիլլաներս: #comeoneengland UTV",
398,5.22994e+17,fabian delph,negative,"Ֆաբիան Դելֆը կարող է բաց թողնել Անգլիայի հաջորդ խաղերը՝ մտավախությունների պատճառով, որ նա կարող է ուսի լուրջ վնասվածք ունենալ - http://t.co/ZgxNLrgMc0 http://t.co/VdUIeg6bnM",
399,5.22893e+17,fabian delph,negative,"«Ասթոն Վիլան» վախենում է, որ Ֆաբիան Դելֆին ուսի վնասվածքի պատճառով երկար ժամանակ կհեռացվի. նա դուրս է մնացել շաբաթ օրվա եռյակից...",
400,5.2017e+17,fabian delph,positive,"«Մանչեսթեր Յունայթեդը» ցանկանում է ձեռք բերել «Ասթոն Վիլլայի» զույգ Ֆաբիան Դելֆին & amp; Ռոն Վլաարը, երբ տրանսֆերային պատուհանը բացվի հունվարին.",
401,5.21305e+17,fabian delph,positive,"Ֆաբիան Դելֆը սիրում է դիմակայել, և ես տեսնում եմ, որ նա խաղադաշտ դուրս է գալիս հենց սկզբից մի քանի խախտումներով: Ֆաբիան Դելֆի 1-ին խաղացողը բաց է թողել @9/1 կամ ցանկացած ժամանակ @2/1",
402,5.23063e+17,friday night lights,positive,#Shameless-ը պետք է հենց հիմա ունենա լավագույն երաժշտությունը հեռուստատեսությամբ: Լավագույն երաժշտական ​​հսկողությունը Friday Night Lights-ից սկսած: Սիրում եմ այս շոուն @SHO_Shameless,
403,5.23081e+17,friday night lights,positive,Game Day Baby! Ես վաղ արթնացա՝ մտածելով ուրբաթ գիշերային լույսերի մասին: Թող որ դուք խաղաք որպես ընտանիք Տիրոջ Փառքի համար: #GoBa http://t.co/l55tJcEP7w,
404,5.23085e+17,friday night lights,positive,Ժամը 19:00-ին միացեք 104.1FM-ին՝ լսելու Friday Night Lights-ի Neodesha-ի լավագույն լուսաբանումները Fredonia-ում Ջեֆ Քարփենթերի հետ խոսափողի վրա:,
405,5.23091e+17,friday night lights,positive,"Wildcats-ը տանը հյուրընկալում է Հարթ շրջանին, և այսօր երեկոյան ավագների գիշերն է: Այդ ուրբաթ գիշերային լույսերը վառ կլինեն: #ՄենքԿԵՄ",
406,5.23051e+17,friday night lights,positive,"Ուրբաթ գիշերային լույսեր... Ուրախացեք եպիսկոպոս ՄակՆամարային այս գիշեր տանը, երբ նրանք կհանդիպեն Սուրբ Իգնատիուսին: Երկրորդ կուրսի խաղ... http://t.co/uM6TodySB6",
407,5.23058e+17,friday night lights,positive,"Այդ ժամանակն է կրկին ուրբաթ երեկոյան Լույսեր, եթե դուք ազատ եք, եկեք դիտեք, թե ինչպես են իմ գրիֆոնները ծեծում հավաքին այս գիշեր…",
408,5.23074e+17,friday night lights,negative,Ուրբաթ գիշերային լույսեր Spotify-ում: Այս ուրբաթ օրը կեղտոտվելու է:,
409,5.23081e+17,friday night lights,positive,"Ուրբաթ է, ինչը նշանակում է, որ Friday Night Lights-ը հաջողություն է մաղթում բոլոր ֆուտբոլային թիմերին այս գիշեր",
410,5.23102e+17,friday night lights,positive,"Լուրջ ոչինչ ավելի լավ է, քան խաղալը Friday Night Lights-ի ներքո",
411,5.23053e+17,friday night lights,positive,"Ուրբաթ գիշերային լույսերի հետ կապված ինչ-որ բան կա, դուք պարզապես սառչում եք դրա մասին մտածելուց:",
412,5.23074e+17,friday night lights,positive,Մենամարտ դիտելու Friday Night Lights-ը 3-րդ անգամ: Իմ սիրելի շոուներից մեկը,
413,5.23071e+17,friday night lights,positive,Friday Night Lights-ը իմ տեսած /ամենասիրուն/ շոուներից մեկն է:,
414,5.23097e+17,friday night lights,positive,"Իմ #fridayreads-ը Friday Night Lights-ն է՝ Հ.Գ.Բիսինգերի կողմից: Ճշմարիտ կյանքի գիրքը, որը մեկնարկեց զարմանալի հեռուստատեսային շոու:",
415,5.22932e+17,gala,positive,Բռնե՛ք Rainbow Valley-ին @CBC #IMAF2014 գալա: Հոկտեմբերի 26 @TheGuildPEI! http://t.co/S5aJAEpnkY,
416,5.23077e+17,gala,positive,Մենք այնքան ոգևորված ենք դեկտեմբերի 3-ին կայանալիք Still We Rise Gala-ին մասնակցելու համար: Միացե՛ք մեզ: @warriors4peace http://t.co/MsKuNg5VMH http://t.co/BdQm1uZe4J,
417,5.22949e+17,gala,positive,Ուրբաթ երեկոյան #SacredHeartsAcademy գալան է։ Կարդացեք Հարգելի շրջանավարտների մասին՝ http://t.co/LB3KeZbJnt,
418,5.22971e+17,gala,positive,"Գալա @canoebrewpub Կիրակի, հոկտեմբերի 19-ը, 7-10, Հիանալի սնունդ, խմիչք, երաժշտություն, մարդիկ: տոմսեր՝ http://t.co/rumVTWnBFH աջակցում են արվեստի #yyjarts-ին",
419,5.2295e+17,gala,positive,Հատուկ գալա վաղը աշխատավայրում։ զբաղված օր է լինելու... #timetosleep,
420,5.22947e+17,gala,positive,"Ես այնքան ոգևորված եմ վաղվա գալայի համար, այն հիանալի կլինի, քանի որ բոլորը սուպեր շքեղ են հագնվելու, ես ինձ մեծահասակ եմ զգում",
421,5.22927e+17,gala,positive,Ինչու՞ եմ հիմա միայն դիտում @MissSaigonUK 25-ամյակի գալա: Չեմ համբերում վերադառնալու Մեծ Բրիտանիա՝ նոր տարում այն ​​նորից դիտելու համար!!!,
422,5.22992e+17,gala,positive,"այնքան հուզված եմ վաղվա համար, ընկերների հետ գալա քննությունից հետո: վայ",
423,5.22943e+17,gala,positive,"#MercedesBenz Ptbo-ն ամբողջությամբ կվերափոխվի նոյեմբերի 1-ին, բաց մի թողեք սեզոնի գալա-ն: #Ենթաստամոքսային գեղձիՔաղցկեղ #ձեր դրամապանակը թողեք տանը",
424,5.22926e+17,gala,positive,Ես ոգևորված եմ @OURrescue Gala-ով վաղը երեկոյան Լոս Անջելեսում: Խնդրում ենք ֆինանսապես աջակցել @OURrescue - նրանք իրականում գնում են &amp; երեխաներին փրկել. #teamOUR,
425,5.23067e+17,gala,positive,@GloriaEstefan Fab WE Missy! Վայելեք վաղը @LatinSongHall գալա և @JonSecada-ի հարգանքի տուրքը ձեզ: Մենք բոլորս այնքան հպարտ ենք ձեզնով: xoxo,
426,5.23084e+17,gala,positive,"@_DelMusic իմ հյուրընկալող մայրիկների ընկերությունը երկուշաբթի օրը գալա էր, և Ջոնաս եղբայրները այնտեղ էին:)",
427,5.22958e+17,gala,positive,Կցանկանա՞ք միանալ մեզ հոկտեմբերի 25-ին Sandman Signature Resort-ում մեր ամենամյա գալա-ին: Տոմսերի համար դիմեք մեր կենտրոն 6042773100 հեռախոսահամարով:,
428,5.23049e+17,gala,positive,Տուն «roadtrip» և foodtrip գալա՝ mah homies @alzeia-ի և #Pipoy-ի հետ: Հահահահա. Gala pa ավելի. Կհանդիպենք նորից վաղը: :3,
429,5.18807e+17,galatasaray,positive,"@KaylaKnappFOX դուք կարող եք վայելել այս նկարները, որոնք ես արել եմ չորեքշաբթի օրը «Արսենալ» - «Գալաթասարայ» խաղում http://t.co/KUIhYpDIuN",
430,5.18752e+17,galatasaray,negative,"Զավեշտալի է, քանի որ «Արսենալի» երկրպագուները չորեքշաբթի օրը սուլեցին «Գալաթասարայի» դարպասը՝ բռնկումներ բաց թողնելու համար: Հիմա նրանք դա արել են համագումարում:",
